Chr	Start	Stop	BlockSize	BlockLength	AlnScore
Syn_WH8101_rela	41192	41496	48	348	-inf
Syn_WH8101_rela	41496	41519	48	36	-inf
Syn_WH8101_rela	41519	41640	48	158	-inf
Syn_WH8101_rela	41640	41682	48	70	-inf
Syn_WH8101_rela	41682	41951	48	307	-inf
Syn_WH8101_rela	41951	43548	48	1668	-inf
Syn_WH8101_rela	43548	44424	48	906	-inf
Syn_WH8101_rela	44424	44742	48	318	-inf
Syn_WH8101_rela	44742	45992	48	1250	-inf
Syn_WH8101_rela	45992	45998	48	6	-inf
Syn_WH8101_rela	45998	45999	48	1	-inf
Syn_WH8101_rela	45999	55110	33	9111	-inf
Syn_WH8101_rela	55110	55111	34	1	-inf
Syn_WH8101_rela	55111	55112	36	1	-inf
Syn_WH8101_rela	55112	55113	36	1	-inf
Syn_WH8101_rela	55113	55117	40	4	-inf
Syn_WH8101_rela	55117	55120	40	4	-inf
Syn_WH8101_rela	55120	55167	48	63	-inf
Syn_WH8101_rela	55167	55414	48	281	-inf
Syn_WH8101_rela	55414	55747	48	333	-inf
Syn_WH8101_rela	55747	56119	48	433	-inf
Syn_WH8101_rela	56119	56238	48	179	-inf
Syn_WH8101_rela	56238	57140	48	902	-inf
Syn_WH8101_rela	57140	57998	48	895	-inf
Syn_WH8101_rela	57998	58004	48	24	-inf
Syn_WH8101_rela	58004	59199	48	1223	-inf
Syn_WH8101_rela	60702	61592	48	913	-inf
Syn_WH8101_rela	61592	61858	48	312	-inf
Syn_WH8101_rela	61858	62196	48	409	-inf
Syn_WH8101_rela	62196	62710	48	523	-inf
Syn_WH8101_rela	62710	63135	48	432	-inf
Syn_WH8101_rela	63135	63364	48	230	-inf
Syn_WH8101_rela	63364	63377	48	67	-inf
Syn_WH8101_rela	63377	63457	48	102	-inf
Syn_WH8101_rela	63988	64297	48	309	-inf
Syn_WH8101_rela	64297	65178	48	953	-inf
Syn_WH8101_rela	65178	66067	48	915	-inf
Syn_WH8101_rela	66067	66307	48	240	-inf
Syn_WH8101_rela	66307	66310	45	3	-inf
Syn_WH8101_rela	66310	67188	47	878	-inf
Syn_WH8101_rela	67188	67189	41	1	-inf
Syn_WH8101_rela	67189	67196	44	29	-inf
Syn_WH8101_rela	71982	71992	47	26	-inf
Syn_WH8101_rela	71992	71993	47	1	-inf
Syn_WH8101_rela	71993	71995	48	4	-inf
Syn_WH8101_rela	71995	71996	46	1	-inf
Syn_WH8101_rela	71996	72055	48	74	-inf
Syn_WH8101_rela	72055	72056	46	1	-inf
Syn_WH8101_rela	72056	72106	48	95	-inf
Syn_WH8101_rela	72190	72219	48	91	-inf
Syn_WH8101_rela	72219	72221	45	4	-inf
Syn_WH8101_rela	72221	72367	48	172	-inf
Syn_WH8101_rela	72367	72577	48	210	-inf
Syn_WH8101_rela	72577	72593	48	23	-inf
Syn_WH8101_rela	72593	72626	48	50	-inf
Syn_WH8101_rela	72626	72696	48	129	-inf
Syn_WH8101_rela	72733	72737	46	19	-inf
Syn_WH8101_rela	72737	72782	48	91	-inf
Syn_WH8101_rela	72782	73935	48	1157	-inf
Syn_WH8101_rela	73935	74269	48	342	-inf
Syn_WH8101_rela	74269	74594	48	325	-inf
Syn_WH8101_rela	74594	74601	48	30	-inf
Syn_WH8101_rela	74601	74625	48	24	-inf
Syn_WH8101_rela	74625	74631	48	6	-inf
Syn_WH8101_rela	74631	74633	48	2	-inf
Syn_WH8101_rela	74633	75086	48	453	-inf
Syn_WH8101_rela	75086	75796	48	713	-inf
Syn_WH8101_rela	75796	76122	48	339	-inf
Syn_WH8101_rela	76122	76853	48	771	-inf
Syn_WH8101_rela	78243	78758	48	561	-inf
Syn_WH8101_rela	78758	79468	48	719	-inf
Syn_WH8101_rela	79468	79693	48	225	-inf
Syn_WH8101_rela	79693	80373	48	699	-inf
Syn_WH8101_rela	80373	82228	48	1876	-inf
Syn_WH8101_rela	82228	82287	48	137	-inf
Syn_WH8101_rela	82287	82371	48	189	-inf
Syn_WH8101_rela	82371	82434	46	84	-inf
Syn_WH8101_rela	82434	82496	31	75	-inf
Syn_WH8101_rela	82496	82569	31	108	-inf
Syn_WH8101_rela	82569	82580	18	27	-inf
Syn_WH8101_rela	82580	82587	18	24	-inf
Syn_WH8101_rela	82587	82619	18	56	-inf
Syn_WH8101_rela	82619	82634	18	22	-inf
Syn_WH8101_rela	82634	82636	45	2	-inf
Syn_WH8101_rela	82636	82637	45	1	-inf
Syn_WH8101_rela	82637	82646	45	39	-inf
Syn_WH8101_rela	82646	82664	43	18	-inf
Syn_WH8101_rela	82664	82679	45	35	-inf
Syn_WH8101_rela	82679	82685	45	8	-inf
Syn_WH8101_rela	82685	82692	45	19	-inf
Syn_WH8101_rela	82692	82734	45	60	-inf
Syn_WH8101_rela	82734	82745	42	14	-inf
Syn_WH8101_rela	82774	83097	33	340	-inf
Syn_WH8101_rela	83097	83126	41	29	-inf
Syn_WH8101_rela	83126	83165	41	42	-inf
Syn_WH8101_rela	83165	83173	41	8	-inf
Syn_WH8101_rela	83173	84095	43	979	-inf
Syn_WH8101_rela	84095	84428	41	368	-inf
Syn_WH8101_rela	84428	84887	18	459	-inf
Syn_WH8101_rela	84887	84927	11	48	-inf
Syn_WH8101_rela	84927	84953	10	26	-inf
Syn_WH8101_rela	84953	85348	11	403	-inf
Syn_WH8101_rela	85396	85398	18	2	-inf
Syn_WH8101_rela	85398	85401	18	3	-inf
Syn_WH8101_rela	85401	85403	18	2	-inf
Syn_WH8101_rela	85403	85897	22	506	-inf
Syn_WH8101_rela	85897	86005	20	114	-inf
Syn_WH8101_rela	86005	86131	29	126	-inf
Syn_WH8101_rela	86131	86451	27	320	-inf
Syn_WH8101_rela	86451	86680	21	229	-inf
Syn_WH8101_rela	86680	86783	21	103	-inf
Syn_WH8101_rela	86783	87017	21	234	-inf
Syn_WH8101_rela	87017	87552	21	580	-inf
Syn_WH8101_rela	88015	88112	14	119	-inf
Syn_WH8101_rela	88112	88148	17	47	-inf
Syn_WH8101_rela	88148	88156	15	8	-inf
Syn_WH8101_rela	88156	88201	37	45	-inf
Syn_WH8101_rela	88201	90223	45	2029	-inf
Syn_WH8101_rela	90223	90228	45	6	-inf
Syn_WH8101_rela	90228	90234	45	14	-inf
Syn_WH8101_rela	90234	90241	36	18	-inf
Syn_WH8101_rela	90241	90242	33	1	-inf
Syn_WH8101_rela	90242	90248	41	10	-inf
Syn_WH8101_rela	90248	90253	41	5	-inf
Syn_WH8101_rela	90253	90254	40	1	-inf
Syn_WH8101_rela	90254	90255	28	1	-inf
Syn_WH8101_rela	90282	90339	44	70	-inf
Syn_WH8101_rela	90339	90357	34	31	-inf
Syn_WH8101_rela	90357	90371	33	17	-inf
Syn_WH8101_rela	90371	90400	33	45	-inf
Syn_WH8101_rela	90400	90446	31	80	-inf
Syn_WH8101_rela	90446	90458	31	14	-inf
Syn_WH8101_rela	90458	90500	31	53	-inf
Syn_WH8101_rela	90500	90576	30	112	-inf
Syn_WH8101_rela	90576	90675	30	123	-inf
Syn_WH8101_rela	90675	90733	30	67	-inf
Syn_WH8101_rela	90733	90816	32	86	-inf
Syn_WH8101_rela	90816	91101	32	355	-inf
Syn_WH8101_rela	91101	91292	32	216	-inf
Syn_WH8101_rela	91292	91479	34	218	-inf
Syn_WH8101_rela	91479	91480	33	1	-inf
Syn_WH8101_rela	91480	91503	33	45	-inf
Syn_WH8101_rela	91503	91510	33	7	-inf
Syn_WH8101_rela	91510	91598	33	105	-inf
Syn_WH8101_rela	91598	91644	32	57	-inf
Syn_WH8101_rela	91644	91820	32	193	-inf
Syn_WH8101_rela	91820	91822	32	2	-inf
Syn_WH8101_rela	91822	91860	32	63	-inf
Syn_WH8101_rela	91860	91887	24	37	-inf
Syn_WH8101_rela	91887	91910	24	25	-inf
Syn_WH8101_rela	91910	91919	24	9	-inf
Syn_WH8101_rela	91919	91965	24	46	-inf
Syn_WH8101_rela	91965	92103	24	157	-inf
Syn_WH8101_rela	92103	92109	19	7	-inf
Syn_WH8101_rela	92109	92169	24	74	-inf
Syn_WH8101_rela	92169	92207	25	45	-inf
Syn_WH8101_rela	92207	92399	36	210	-inf
Syn_WH8101_rela	92399	92564	24	176	-inf
Syn_WH8101_rela	92564	92829	23	272	-inf
Syn_WH8101_rela	92829	93126	7	297	-inf
Syn_WH8101_rela	93126	93771	8	672	-inf
Syn_WH8101_rela	93771	93890	7	120	-inf
Syn_WH8101_rela	93890	95149	8	1259	-inf
Syn_WH8101_rela	95149	95303	7	154	-inf
Syn_WH8101_rela	95303	95357	7	54	-inf
Syn_WH8101_rela	95357	95860	7	503	-inf
Syn_WH8101_rela	95860	95918	22	67	-inf
Syn_WH8101_rela	95918	95953	22	35	-inf
Syn_WH8101_rela	95953	96216	23	263	-inf
Syn_WH8101_rela	96216	96217	19	1	-inf
Syn_WH8101_rela	96217	96219	19	2	-inf
Syn_WH8101_rela	96219	96315	20	106	-inf
Syn_WH8101_rela	96315	96633	7	318	-inf
Syn_WH8101_rela	96633	96695	7	79	-inf
Syn_WH8101_rela	96695	96748	7	53	-inf
Syn_WH8101_rela	96748	96953	7	210	-inf
Syn_WH8101_rela	96953	97091	7	142	-inf
Syn_WH8101_rela	97091	98428	5	1349	-inf
Syn_WH8101_rela	98428	98995	3	596	-inf
Syn_WH8101_rela	99763	99791	24	34	-inf
Syn_WH8101_rela	99791	99821	8	60	-inf
Syn_WH8101_rela	99821	99826	10	5	-inf
Syn_WH8101_rela	99826	100142	26	316	-inf
Syn_WH8101_rela	100142	100147	23	6	-inf
Syn_WH8101_rela	100147	100155	29	12	-inf
Syn_WH8101_rela	100155	100186	39	51	-inf
Syn_WH8101_rela	100186	100194	39	8	-inf
Syn_WH8101_rela	100194	100931	48	737	-inf
Syn_WH8101_rela	100931	101895	48	979	-inf
Syn_WH8101_rela	101895	102999	48	1104	-inf
Syn_WH8101_rela	102999	103004	45	5	-inf
Syn_WH8101_rela	103004	103013	37	11	-inf
Syn_WH8101_rela	103013	103017	19	4	-inf
Syn_WH8101_rela	103017	103023	19	16	-inf
Syn_WH8101_rela	103023	103028	20	17	-inf
Syn_WH8101_rela	103028	103029	20	1	-inf
Syn_WH8101_rela	103029	103048	29	27	-inf
Syn_WH8101_rela	103048	103054	27	16	-inf
Syn_WH8101_rela	103054	103057	27	3	-inf
Syn_WH8101_rela	103057	103060	27	3	-inf
Syn_WH8101_rela	103060	103069	46	9	-inf
Syn_WH8101_rela	103069	103071	48	8	-inf
Syn_WH8101_rela	103071	103111	48	60	-inf
Syn_WH8101_rela	103111	103124	48	13	-inf
Syn_WH8101_rela	103124	103153	46	44	-inf
Syn_WH8101_rela	103153	103804	48	674	-inf
Syn_WH8101_rela	103804	103807	26	3	-inf
Syn_WH8101_rela	103807	104865	48	1065	-inf
Syn_WH8101_rela	104865	104886	48	29	-inf
Syn_WH8101_rela	104886	105034	46	203	-inf
Syn_WH8101_rela	105034	105470	43	453	-inf
Syn_WH8101_rela	105470	105572	44	112	-inf
Syn_WH8101_rela	105572	105594	44	36	-inf
Syn_WH8101_rela	105594	105603	43	11	-inf
Syn_WH8101_rela	105603	105644	47	44	-inf
Syn_WH8101_rela	105644	105653	46	23	-inf
Syn_WH8101_rela	105653	105665	47	12	-inf
Syn_WH8101_rela	105665	107248	48	1609	-inf
Syn_WH8101_rela	107248	107261	36	33	-inf
Syn_WH8101_rela	107261	107384	48	149	-inf
Syn_WH8101_rela	107384	107385	48	1	-inf
Syn_WH8101_rela	107385	108067	48	729	-inf
Syn_WH8101_rela	108067	110477	48	2506	-inf
Syn_WH8101_rela	110477	110488	48	29	-inf
Syn_WH8101_rela	110488	110489	47	1	-inf
Syn_WH8101_rela	110489	110491	47	2	-inf
Syn_WH8101_rela	110491	110494	48	3	-inf
Syn_WH8101_rela	110494	110495	48	1	-inf
Syn_WH8101_rela	110495	110972	48	482	-inf
Syn_WH8101_rela	110972	110975	48	3	-inf
Syn_WH8101_rela	110975	110979	47	4	-inf
Syn_WH8101_rela	110979	110993	48	15	-inf
Syn_WH8101_rela	110993	111045	48	110	-inf
Syn_WH8101_rela	111045	111074	47	52	-inf
Syn_WH8101_rela	111074	112208	48	1137	-inf
Syn_WH8101_rela	112208	112587	48	392	-inf
Syn_WH8101_rela	112587	112600	45	13	-inf
Syn_WH8101_rela	112600	112616	48	28	-inf
Syn_WH8101_rela	112616	112820	48	226	-inf
Syn_WH8101_rela	112820	113463	48	643	-inf
Syn_WH8101_rela	113463	113554	48	91	-inf
Syn_WH8101_rela	113554	113570	48	16	-inf
Syn_WH8101_rela	113570	113622	45	54	-inf
Syn_WH8101_rela	113622	113626	45	7	-inf
Syn_WH8101_rela	113626	113633	46	15	-inf
Syn_WH8101_rela	113633	113639	39	30	-inf
Syn_WH8101_rela	113639	113646	39	8	-inf
Syn_WH8101_rela	113646	113650	39	4	-inf
Syn_WH8101_rela	113650	113655	46	14	-inf
Syn_WH8101_rela	113655	114226	48	578	-inf
Syn_WH8101_rela	114226	114432	48	224	-inf
Syn_WH8101_rela	114432	114633	46	249	-inf
Syn_WH8101_rela	114633	115154	22	528	-inf
Syn_WH8101_rela	115154	115419	22	265	-inf
Syn_WH8101_rela	115419	116551	22	1136	-inf
Syn_WH8101_rela	116551	117237	22	716	-inf
Syn_WH8101_rela	117237	117779	22	542	-inf
Syn_WH8101_rela	117779	118533	22	801	-inf
Syn_WH8101_rela	118533	118790	22	268	-inf
Syn_WH8101_rela	118927	118968	21	44	-inf
Syn_WH8101_rela	118968	118970	18	2	-inf
Syn_WH8101_rela	118970	119084	21	136	-inf
Syn_WH8101_rela	119084	120988	11	1904	-inf
Syn_WH8101_rela	120988	123618	3	2630	-inf
Syn_WH8101_rela	123618	123662	3	44	-inf
Syn_WH8101_rela	123662	124773	3	1111	-inf
Syn_WH8101_rela	124773	124817	3	44	-inf
Syn_WH8101_rela	124817	124907	3	92	-inf
Syn_WH8101_rela	124907	126823	3	1916	-inf
Syn_WH8101_rela	126823	132990	3	6167	-inf
Syn_WH8101_rela	132990	132992	24	2	-inf
Syn_WH8101_rela	133089	133090	42	1	-inf
Syn_WH8101_rela	133090	133092	44	3	-inf
Syn_WH8101_rela	133092	133105	46	18	-inf
Syn_WH8101_rela	133105	133175	47	101	-inf
Syn_WH8101_rela	133175	133302	47	157	-inf
Syn_WH8101_rela	133302	133558	47	275	-inf
Syn_WH8101_rela	133558	133856	46	298	-inf
Syn_WH8101_rela	133856	134108	46	267	-inf
Syn_WH8101_rela	134108	134124	15	25	-inf
Syn_WH8101_rela	134124	134133	15	9	-inf
Syn_WH8101_rela	134133	134140	19	24	-inf
Syn_WH8101_rela	134140	134151	45	39	-inf
Syn_WH8101_rela	134151	134161	46	24	-inf
Syn_WH8101_rela	134161	134194	46	60	-inf
Syn_WH8101_rela	134194	135056	48	885	-inf
Syn_WH8101_rela	135056	135086	48	30	-inf
Syn_WH8101_rela	135086	135220	48	183	-inf
Syn_WH8101_rela	135220	135250	32	52	-inf
Syn_WH8101_rela	135250	135257	21	7	-inf
Syn_WH8101_rela	135257	135258	21	1	-inf
Syn_WH8101_rela	135258	135276	33	26	-inf
Syn_WH8101_rela	135276	135279	35	3	-inf
Syn_WH8101_rela	135279	135337	48	74	-inf
Syn_WH8101_rela	135337	135343	48	6	-inf
Syn_WH8101_rela	135343	135782	48	452	-inf
Syn_WH8101_rela	135782	137191	48	1409	-inf
Syn_WH8101_rela	137191	137193	43	4	-inf
Syn_WH8101_rela	137193	137213	47	30	-inf
Syn_WH8101_rela	137213	137215	41	2	-inf
Syn_WH8101_rela	137215	137245	48	38	-inf
Syn_WH8101_rela	137245	137249	48	4	-inf
Syn_WH8101_rela	137249	137926	48	711	-inf
Syn_WH8101_rela	137926	138473	48	635	-inf
Syn_WH8101_rela	138473	139577	48	1105	-inf
Syn_WH8101_rela	139577	139861	48	287	-inf
Syn_WH8101_rela	139861	140855	48	1049	-inf
Syn_WH8101_rela	140855	141322	48	467	-inf
Syn_WH8101_rela	141322	141876	48	563	-inf
Syn_WH8101_rela	141876	142130	48	274	-inf
Syn_WH8101_rela	142130	142250	48	162	-inf
Syn_WH8101_rela	142250	142256	48	6	-inf
Syn_WH8101_rela	142256	142258	48	13	-inf
Syn_WH8101_rela	142258	142655	48	400	-inf
Syn_WH8101_rela	142655	142992	48	344	-inf
Syn_WH8101_rela	142992	143331	48	385	-inf
Syn_WH8101_rela	143331	144038	48	707	-inf
Syn_WH8101_rela	144038	144525	48	495	-inf
Syn_WH8101_rela	144525	144837	48	322	-inf
Syn_WH8101_rela	144837	144842	38	15	-inf
Syn_WH8101_rela	144842	145570	48	740	-inf
Syn_WH8101_rela	145570	146342	48	779	-inf
Syn_WH8101_rela	146342	146562	44	220	-inf
Syn_WH8101_rela	146562	146662	44	130	-inf
Syn_WH8101_rela	146662	147227	44	624	-inf
Syn_WH8101_rela	147227	147277	44	52	-inf
Syn_WH8101_rela	147277	147756	47	527	-inf
Syn_WH8101_rela	147756	147803	47	85	-inf
Syn_WH8101_rela	147947	148818	48	937	-inf
Syn_WH8101_rela	148818	149511	47	719	-inf
Syn_WH8101_rela	149511	149541	47	30	-inf
Syn_WH8101_rela	149541	149702	48	161	-inf
Syn_WH8101_rela	149702	149733	48	41	-inf
Syn_WH8101_rela	149733	149803	48	118	-inf
Syn_WH8101_rela	149803	149829	31	29	-inf
Syn_WH8101_rela	149829	149891	37	68	-inf
Syn_WH8101_rela	149891	149917	37	46	-inf
Syn_WH8101_rela	149917	150427	48	579	-inf
Syn_WH8101_rela	150427	150524	48	157	-inf
Syn_WH8101_rela	150524	151413	48	924	-inf
Syn_WH8101_rela	151413	151498	48	140	-inf
Syn_WH8101_rela	151498	151829	47	358	-inf
Syn_WH8101_rela	151829	152315	47	489	-inf
Syn_WH8101_rela	152315	152657	47	351	-inf
Syn_WH8101_rela	152657	154358	47	1741	-inf
Syn_WH8101_rela	154358	154365	45	18	-inf
Syn_WH8101_rela	154365	154536	47	199	-inf
Syn_WH8101_rela	154536	155370	47	834	-inf
Syn_WH8101_rela	155949	155959	7	15	-inf
Syn_WH8101_rela	155959	155967	7	8	-inf
Syn_WH8101_rela	155967	156009	7	46	-inf
Syn_WH8101_rela	156009	156982	26	973	-inf
Syn_WH8101_rela	156982	156987	25	14	-inf
Syn_WH8101_rela	156987	156988	35	1	-inf
Syn_WH8101_rela	156988	156989	35	1	-inf
Syn_WH8101_rela	157347	159026	47	1705	-inf
Syn_WH8101_rela	159026	160302	47	1310	-inf
Syn_WH8101_rela	160302	160675	47	413	-inf
Syn_WH8101_rela	160675	161405	47	801	-inf
Syn_WH8101_rela	161405	161872	47	467	-inf
Syn_WH8101_rela	161872	162342	47	470	-inf
Syn_WH8101_rela	162342	162869	47	527	-inf
Syn_WH8101_rela	162869	162870	38	1	-inf
Syn_WH8101_rela	162870	162877	41	34	-inf
Syn_WH8101_rela	162880	162893	42	13	-inf
Syn_WH8101_rela	162893	162894	42	1	-inf
Syn_WH8101_rela	162894	163442	42	551	-inf
Syn_WH8101_rela	163442	163813	43	371	-inf
Syn_WH8101_rela	163813	164274	42	461	-inf
Syn_WH8101_rela	164274	164289	42	15	-inf
Syn_WH8101_rela	164289	164297	38	8	-inf
Syn_WH8101_rela	164297	164298	38	1	-inf
Syn_WH8101_rela	164298	164313	39	31	-inf
Syn_WH8101_rela	164313	164330	31	27	-inf
Syn_WH8101_rela	164330	164334	34	7	-inf
Syn_WH8101_rela	164367	164368	34	1	-inf
Syn_WH8101_rela	164368	164373	39	6	-inf
Syn_WH8101_rela	164373	164374	26	1	-inf
Syn_WH8101_rela	164374	164378	44	4	-inf
Syn_WH8101_rela	164378	164741	44	369	-inf
Syn_WH8101_rela	164741	164744	40	3	-inf
Syn_WH8101_rela	164744	164907	47	181	-inf
Syn_WH8101_rela	164907	164910	35	3	-inf
Syn_WH8101_rela	164910	164956	45	52	-inf
Syn_WH8101_rela	164956	165487	46	556	-inf
Syn_WH8101_rela	165487	165792	47	305	-inf
Syn_WH8101_rela	165792	165794	46	2	-inf
Syn_WH8101_rela	165794	165931	47	155	-inf
Syn_WH8101_rela	165931	165937	45	6	-inf
Syn_WH8101_rela	165937	165946	45	9	-inf
Syn_WH8101_rela	165946	165950	44	4	-inf
Syn_WH8101_rela	165950	165951	25	1	-inf
Syn_WH8101_rela	165951	165957	36	13	-inf
Syn_WH8101_rela	165957	165961	37	5	-inf
Syn_WH8101_rela	165961	165964	45	11	-inf
Syn_WH8101_rela	165964	165966	45	5	-inf
Syn_WH8101_rela	165966	166108	45	155	-inf
Syn_WH8101_rela	166108	166552	45	460	-inf
Syn_WH8101_rela	166552	166553	42	1	-inf
Syn_WH8101_rela	166553	166557	45	4	-inf
Syn_WH8101_rela	166557	166714	43	163	-inf
Syn_WH8101_rela	166714	167507	43	793	-inf
Syn_WH8101_rela	167507	167510	45	9	-inf
Syn_WH8101_rela	167510	167514	45	4	-inf
Syn_WH8101_rela	167514	167515	35	1	-inf
Syn_WH8101_rela	167515	167520	34	8	-inf
Syn_WH8101_rela	167520	167521	43	1	-inf
Syn_WH8101_rela	167521	167522	42	1	-inf
Syn_WH8101_rela	167522	167526	44	6	-inf
Syn_WH8101_rela	167526	167528	44	13	-inf
Syn_WH8101_rela	167528	167530	45	2	-inf
Syn_WH8101_rela	167530	167945	48	481	-inf
Syn_WH8101_rela	167945	167975	48	30	-inf
Syn_WH8101_rela	167975	167985	48	10	-inf
Syn_WH8101_rela	167985	168018	44	33	-inf
Syn_WH8101_rela	168018	168034	44	17	-inf
Syn_WH8101_rela	168034	168716	48	746	-inf
Syn_WH8101_rela	168716	168942	48	230	-inf
Syn_WH8101_rela	168942	168966	48	24	-inf
Syn_WH8101_rela	168966	168968	23	2	-inf
Syn_WH8101_rela	168968	169904	43	936	-inf
Syn_WH8101_rela	169904	169906	32	2	-inf
Syn_WH8101_rela	169906	169925	35	27	-inf
Syn_WH8101_rela	169925	170047	48	192	-inf
Syn_WH8101_rela	172542	172544	35	2	-inf
Syn_WH8101_rela	172544	172557	35	22	-inf
Syn_WH8101_rela	172557	172570	28	23	-inf
Syn_WH8101_rela	172635	173010	21	375	-inf
Syn_WH8101_rela	173010	173223	18	213	-inf
