Chr	Start	Stop	BlockLength	BlockSize
Syn_WH8101_rela	71996	72055	74	48
Syn_WH8101_rela	72056	72106	95	48
Syn_WH8101_rela	72190	72219	91	48
Syn_WH8101_rela	72221	72367	172	48
Syn_WH8101_rela	72367	72577	210	48
Syn_WH8101_rela	72577	72593	23	48
Syn_WH8101_rela	72593	72626	50	48
Syn_WH8101_rela	72626	72696	129	48
Syn_WH8101_rela	72737	72782	91	48
Syn_WH8101_rela	72782	73935	1157	48
Syn_WH8101_rela	73935	74269	342	48
Syn_WH8101_rela	74269	74594	325	48
Syn_WH8101_rela	74594	74601	30	48
Syn_WH8101_rela	74601	74625	24	48
Syn_WH8101_rela	74625	74631	6	48
Syn_WH8101_rela	74631	74633	2	48
Syn_WH8101_rela	74633	75086	453	48
Syn_WH8101_rela	75086	75796	713	48
Syn_WH8101_rela	75796	76122	339	48
Syn_WH8101_rela	76122	76853	771	48
Syn_WH8101_rela	78243	78758	561	48
Syn_WH8101_rela	78758	79468	719	48
Syn_WH8101_rela	79468	79693	225	48
Syn_WH8101_rela	79693	80373	699	48
Syn_WH8101_rela	80373	82228	1876	48
Syn_WH8101_rela	82228	82287	137	48
Syn_WH8101_rela	82287	82371	189	48
Syn_WH8101_rela	100194	100931	737	48
Syn_WH8101_rela	100931	101895	979	48
Syn_WH8101_rela	101895	102999	1104	48
Syn_WH8101_rela	103069	103071	8	48
Syn_WH8101_rela	103071	103111	60	48
Syn_WH8101_rela	103111	103124	13	48
Syn_WH8101_rela	103153	103804	674	48
Syn_WH8101_rela	103807	104865	1065	48
Syn_WH8101_rela	104865	104886	29	48
Syn_WH8101_rela	105665	107248	1609	48
Syn_WH8101_rela	107261	107384	149	48
Syn_WH8101_rela	107384	107385	1	48
Syn_WH8101_rela	107385	108067	729	48
Syn_WH8101_rela	108067	110477	2506	48
Syn_WH8101_rela	110477	110488	29	48
Syn_WH8101_rela	110491	110494	3	48
Syn_WH8101_rela	110494	110495	1	48
Syn_WH8101_rela	110495	110972	482	48
Syn_WH8101_rela	110972	110975	3	48
Syn_WH8101_rela	110979	110993	15	48
Syn_WH8101_rela	110993	111045	110	48
Syn_WH8101_rela	111074	112208	1137	48
Syn_WH8101_rela	112208	112587	392	48
Syn_WH8101_rela	112600	112616	28	48
Syn_WH8101_rela	112616	112820	226	48
Syn_WH8101_rela	112820	113463	643	48
Syn_WH8101_rela	113463	113554	91	48
Syn_WH8101_rela	113554	113570	16	48
Syn_WH8101_rela	113655	114226	578	48
Syn_WH8101_rela	114226	114432	224	48
Syn_WH8101_rela	134194	135056	885	48
Syn_WH8101_rela	135056	135086	30	48
Syn_WH8101_rela	135086	135220	183	48
Syn_WH8101_rela	135279	135337	74	48
Syn_WH8101_rela	135337	135343	6	48
Syn_WH8101_rela	135343	135782	452	48
Syn_WH8101_rela	135782	137191	1409	48
Syn_WH8101_rela	137215	137245	38	48
Syn_WH8101_rela	137245	137249	4	48
Syn_WH8101_rela	137249	137926	711	48
Syn_WH8101_rela	137926	138473	635	48
Syn_WH8101_rela	138473	139577	1105	48
Syn_WH8101_rela	139577	139861	287	48
Syn_WH8101_rela	139861	140855	1049	48
Syn_WH8101_rela	140855	141322	467	48
Syn_WH8101_rela	141322	141876	563	48
Syn_WH8101_rela	141876	142130	274	48
Syn_WH8101_rela	142130	142250	162	48
Syn_WH8101_rela	142250	142256	6	48
Syn_WH8101_rela	142256	142258	13	48
Syn_WH8101_rela	142258	142655	400	48
Syn_WH8101_rela	142655	142992	344	48
Syn_WH8101_rela	142992	143331	385	48
Syn_WH8101_rela	143331	144038	707	48
Syn_WH8101_rela	144038	144525	495	48
Syn_WH8101_rela	144525	144837	322	48
Syn_WH8101_rela	144842	145570	740	48
Syn_WH8101_rela	145570	146342	779	48
Syn_WH8101_rela	147947	148818	937	48
Syn_WH8101_rela	149541	149702	161	48
Syn_WH8101_rela	149702	149733	41	48
Syn_WH8101_rela	149733	149803	118	48
Syn_WH8101_rela	149917	150427	579	48
Syn_WH8101_rela	150427	150524	157	48
Syn_WH8101_rela	150524	151413	924	48
Syn_WH8101_rela	151413	151498	140	48
Syn_WH8101_rela	167530	167945	481	48
Syn_WH8101_rela	167945	167975	30	48
Syn_WH8101_rela	167975	167985	10	48
Syn_WH8101_rela	168034	168716	746	48
Syn_WH8101_rela	168716	168942	230	48
Syn_WH8101_rela	168942	168966	24	48
Syn_WH8101_rela	169925	170047	192	48
Syn_WH8101_rela	175466	175976	510	48
Syn_WH8101_rela	175976	177023	1122	48
Syn_WH8101_rela	177023	177050	39	48
Syn_WH8101_rela	177050	177430	394	48
Syn_WH8101_rela	177430	178594	1199	48
Syn_WH8101_rela	178594	178847	253	48
Syn_WH8101_rela	178847	178858	25	48
Syn_WH8101_rela	178858	178878	47	48
Syn_WH8101_rela	178878	179543	703	48
Syn_WH8101_rela	179543	180063	541	48
Syn_WH8101_rela	180063	180180	155	48
Syn_WH8101_rela	180180	180509	374	48
Syn_WH8101_rela	180509	181298	844	48
Syn_WH8101_rela	181298	181538	280	48
Syn_WH8101_rela	181538	181602	64	48
Syn_WH8101_rela	186590	187571	990	48
Syn_WH8101_rela	189775	190330	636	48
Syn_WH8101_rela	190330	190604	274	48
Syn_WH8101_rela	190604	191049	466	48
Syn_WH8101_rela	191049	191248	229	48
Syn_WH8101_rela	191248	191893	656	48
Syn_WH8101_rela	191893	191984	115	48
Syn_WH8101_rela	300175	300674	521	48
Syn_WH8101_rela	300674	301095	460	48
Syn_WH8101_rela	301095	302038	965	48
Syn_WH8101_rela	302038	302382	419	48
Syn_WH8101_rela	302382	302389	31	48
Syn_WH8101_rela	302389	302403	45	48
Syn_WH8101_rela	302403	302422	48	48
Syn_WH8101_rela	302422	302635	258	48
Syn_WH8101_rela	302635	302933	307	48
Syn_WH8101_rela	302933	303187	254	48
Syn_WH8101_rela	303187	303657	479	48
Syn_WH8101_rela	303657	303708	117	48
Syn_WH8101_rela	303708	303993	297	48
Syn_WH8101_rela	303993	304235	242	48
Syn_WH8101_rela	304235	304239	28	48
Syn_WH8101_rela	304239	307475	3236	48
Syn_WH8101_rela	307475	307480	5	48
Syn_WH8101_rela	307480	307664	205	48
Syn_WH8101_rela	307664	308608	965	48
Syn_WH8101_rela	308608	308871	275	48
Syn_WH8101_rela	308871	308907	45	48
Syn_WH8101_rela	308907	309034	138	48
Syn_WH8101_rela	309034	309370	336	48
Syn_WH8101_rela	309370	310355	1016	48
Syn_WH8101_rela	310355	310361	15	48
Syn_WH8101_rela	310361	310362	1	48
Syn_WH8101_rela	310362	310373	11	48
Syn_WH8101_rela	310373	310375	2	48
Syn_WH8101_rela	310375	310723	384	48
Syn_WH8101_rela	310731	311785	1119	48
Syn_WH8101_rela	311785	312123	363	48
Syn_WH8101_rela	312123	312583	460	48
Syn_WH8101_rela	312583	312858	275	48
Syn_WH8101_rela	312858	312953	114	48
Syn_WH8101_rela	315574	315926	386	48
Syn_WH8101_rela	315926	316790	879	48
Syn_WH8101_rela	316790	316930	208	48
Syn_WH8101_rela	316930	317817	959	48
Syn_WH8101_rela	317817	318716	940	48
Syn_WH8101_rela	318716	319543	846	48
Syn_WH8101_rela	319543	319548	8	48
Syn_WH8101_rela	319548	320405	857	48
Syn_WH8101_rela	320405	321008	622	48
Syn_WH8101_rela	321008	322352	1346	48
Syn_WH8101_rela	322352	322565	213	48
Syn_WH8101_rela	325619	326221	635	48
Syn_WH8101_rela	332672	333210	559	48
Syn_WH8101_rela	333210	333664	477	48
Syn_WH8101_rela	333664	334125	486	48
Syn_WH8101_rela	335003	335650	672	48
Syn_WH8101_rela	335650	336244	701	48
Syn_WH8101_rela	336244	336245	1	48
Syn_WH8101_rela	336245	336554	319	48
Syn_WH8101_rela	336554	337079	525	48
Syn_WH8101_rela	337079	337290	211	48
Syn_WH8101_rela	337290	337518	239	48
Syn_WH8101_rela	337518	337549	47	48
Syn_WH8101_rela	337550	337609	93	48
Syn_WH8101_rela	337609	337926	317	48
Syn_WH8101_rela	337926	338591	674	48
Syn_WH8101_rela	338591	338595	4	48
Syn_WH8101_rela	338595	340397	1847	48
Syn_WH8101_rela	340397	341062	665	48
Syn_WH8101_rela	341062	341275	213	48
Syn_WH8101_rela	341275	341818	549	48
Syn_WH8101_rela	341818	342595	795	48
Syn_WH8101_rela	342595	342962	370	48
Syn_WH8101_rela	342962	343952	1021	48
Syn_WH8101_rela	343952	343960	11	48
Syn_WH8101_rela	343963	345275	1405	48
Syn_WH8101_rela	345275	346078	854	48
Syn_WH8101_rela	346090	346198	235	48
Syn_WH8101_rela	346198	346573	407	48
Syn_WH8101_rela	346573	347271	732	48
Syn_WH8101_rela	347271	348519	1258	48
Syn_WH8101_rela	348519	349004	532	48
Syn_WH8101_rela	349004	349389	397	48
Syn_WH8101_rela	349431	350283	913	48
Syn_WH8101_rela	350283	351349	1072	48
Syn_WH8101_rela	351349	351356	25	48
Syn_WH8101_rela	351356	351651	315	48
Syn_WH8101_rela	351651	352979	1468	48
Syn_WH8101_rela	352979	352983	5	48
Syn_WH8101_rela	352985	352993	8	48
Syn_WH8101_rela	352993	353010	22	48
Syn_WH8101_rela	353010	353327	317	48
Syn_WH8101_rela	353327	353865	575	48
Syn_WH8101_rela	353865	354420	555	48
Syn_WH8101_rela	355743	356048	340	48
Syn_WH8101_rela	356048	356662	704	48
Syn_WH8101_rela	356662	358036	1417	48
Syn_WH8101_rela	358036	358447	411	48
Syn_WH8101_rela	358447	359883	1482	48
Syn_WH8101_rela	359883	360333	455	48
Syn_WH8101_rela	360333	361653	1320	48
Syn_WH8101_rela	361653	363155	1502	48
Syn_WH8101_rela	363155	364110	964	48
Syn_WH8101_rela	364110	364569	463	48
Syn_WH8101_rela	364569	364579	22	48
Syn_WH8101_rela	364579	364582	3	48
Syn_WH8101_rela	364582	364651	69	48
Syn_WH8101_rela	364651	364858	207	48
Syn_WH8101_rela	364858	365479	684	48
Syn_WH8101_rela	365479	365809	344	48
Syn_WH8101_rela	365809	366855	1104	48
Syn_WH8101_rela	366855	368327	1599	48
Syn_WH8101_rela	368482	368643	182	48
Syn_WH8101_rela	368643	368773	190	48
Syn_WH8101_rela	368773	368774	1	48
Syn_WH8101_rela	368774	368778	7	48
Syn_WH8101_rela	368778	368781	3	48
Syn_WH8101_rela	368781	368788	7	48
Syn_WH8101_rela	368789	369091	302	48
Syn_WH8101_rela	369091	369133	88	48
Syn_WH8101_rela	369133	370064	990	48
Syn_WH8101_rela	370064	371795	1841	48
Syn_WH8101_rela	371795	372996	1407	48
Syn_WH8101_rela	372996	373627	640	48
Syn_WH8101_rela	373627	374345	779	48
Syn_WH8101_rela	374345	374606	267	48
Syn_WH8101_rela	374606	375248	684	48
Syn_WH8101_rela	375248	375554	308	48
Syn_WH8101_rela	375554	376423	897	48
Syn_WH8101_rela	377104	377195	107	48
Syn_WH8101_rela	377195	377924	767	48
Syn_WH8101_rela	377924	378485	561	48
Syn_WH8101_rela	378497	382850	4353	48
Syn_WH8101_rela	382850	383122	272	48
Syn_WH8101_rela	384125	384761	702	48
Syn_WH8101_rela	384761	386616	2032	48
Syn_WH8101_rela	386616	387117	573	48
Syn_WH8101_rela	387117	387126	14	48
Syn_WH8101_rela	387126	387746	625	48
Syn_WH8101_rela	387746	387981	235	48
Syn_WH8101_rela	387981	389253	1342	48
Syn_WH8101_rela	389253	389691	455	48
Syn_WH8101_rela	389691	390216	525	48
Syn_WH8101_rela	390216	391530	1370	48
Syn_WH8101_rela	391915	391942	46	48
Syn_WH8101_rela	391942	392868	962	48
Syn_WH8101_rela	392868	393778	942	48
Syn_WH8101_rela	393785	394210	453	48
Syn_WH8101_rela	394210	394975	769	48
Syn_WH8101_rela	394975	395979	1004	48
Syn_WH8101_rela	395979	396341	362	48
Syn_WH8101_rela	396341	396678	347	48
Syn_WH8101_rela	396678	396786	148	48
Syn_WH8101_rela	396798	396874	117	48
Syn_WH8101_rela	396874	396918	125	48
Syn_WH8101_rela	396918	396934	16	48
Syn_WH8101_rela	396934	397354	431	48
Syn_WH8101_rela	397354	397356	2	48
Syn_WH8101_rela	397356	397443	89	48
Syn_WH8101_rela	397443	398529	1120	48
Syn_WH8101_rela	398837	399194	363	48
Syn_WH8101_rela	399194	399777	630	48
Syn_WH8101_rela	400018	400669	651	48
Syn_WH8101_rela	400691	400720	49	48
Syn_WH8101_rela	400727	400732	5	48
Syn_WH8101_rela	400737	400747	11	48
Syn_WH8101_rela	400747	400755	10	48
Syn_WH8101_rela	400755	400761	6	48
Syn_WH8101_rela	400761	400773	12	48
Syn_WH8101_rela	400773	400781	8	48
Syn_WH8101_rela	400781	400814	33	48
Syn_WH8101_rela	400814	400856	42	48
Syn_WH8101_rela	400856	400862	6	48
Syn_WH8101_rela	400862	400871	9	48
Syn_WH8101_rela	400871	401331	552	48
Syn_WH8101_rela	401331	402007	686	48
Syn_WH8101_rela	402007	402740	769	48
Syn_WH8101_rela	403246	403894	651	48
Syn_WH8101_rela	403894	404240	388	48
Syn_WH8101_rela	404240	404736	532	48
Syn_WH8101_rela	404736	405054	374	48
Syn_WH8101_rela	405064	405074	13	48
Syn_WH8101_rela	405074	405232	172	48
Syn_WH8101_rela	405232	406724	1541	48
Syn_WH8101_rela	406724	406878	203	48
Syn_WH8101_rela	407049	407070	24	48
Syn_WH8101_rela	407070	407404	378	48
Syn_WH8101_rela	407404	407773	369	48
Syn_WH8101_rela	407773	408215	490	48
Syn_WH8101_rela	408215	409439	1237	48
Syn_WH8101_rela	409439	409743	307	48
Syn_WH8101_rela	409743	411565	1843	48
Syn_WH8101_rela	411565	411783	218	48
Syn_WH8101_rela	411783	411830	93	48
Syn_WH8101_rela	411830	411841	31	48
Syn_WH8101_rela	411841	412188	353	48
Syn_WH8101_rela	412310	412474	171	48
Syn_WH8101_rela	412474	413068	597	48
Syn_WH8101_rela	413068	413349	284	48
Syn_WH8101_rela	424285	424390	126	48
Syn_WH8101_rela	424390	425994	1604	48
Syn_WH8101_rela	425994	426000	6	48
Syn_WH8101_rela	426000	426009	32	48
Syn_WH8101_rela	426009	426040	57	48
Syn_WH8101_rela	426040	426423	419	48
Syn_WH8101_rela	426423	426645	235	48
Syn_WH8101_rela	426645	426834	215	48
Syn_WH8101_rela	426834	427176	347	48
Syn_WH8101_rela	427176	428623	1489	48
Syn_WH8101_rela	428623	428832	209	48
Syn_WH8101_rela	428832	429284	452	48
Syn_WH8101_rela	429284	429883	599	48
Syn_WH8101_rela	429883	430479	602	48
Syn_WH8101_rela	430479	431222	836	48
Syn_WH8101_rela	431222	431465	280	48
Syn_WH8101_rela	431465	433279	1942	48
Syn_WH8101_rela	433279	433322	55	48
Syn_WH8101_rela	433786	434083	327	48
Syn_WH8101_rela	434083	434861	815	48
Syn_WH8101_rela	434861	435473	628	48
Syn_WH8101_rela	435480	435661	213	48
Syn_WH8101_rela	435661	436137	476	48
Syn_WH8101_rela	436137	436739	637	48
Syn_WH8101_rela	436739	437128	396	48
Syn_WH8101_rela	437128	437512	435	48
Syn_WH8101_rela	437512	437515	33	48
Syn_WH8101_rela	437515	438820	1321	48
Syn_WH8101_rela	438820	440979	2164	48
Syn_WH8101_rela	440979	441530	559	48
Syn_WH8101_rela	441530	443427	1933	48
Syn_WH8101_rela	443427	444112	786	48
Syn_WH8101_rela	444112	444143	42	48
Syn_WH8101_rela	444143	444668	531	48
Syn_WH8101_rela	444668	445501	833	48
Syn_WH8101_rela	445501	446033	535	48
Syn_WH8101_rela	446033	446655	623	48
Syn_WH8101_rela	453136	454004	871	48
Syn_WH8101_rela	454004	454008	4	48
Syn_WH8101_rela	454008	454011	3	48
Syn_WH8101_rela	454011	454097	96	48
Syn_WH8101_rela	454116	455307	1191	48
Syn_WH8101_rela	455307	455427	179	48
Syn_WH8101_rela	455427	455814	390	48
Syn_WH8101_rela	455814	455878	67	48
Syn_WH8101_rela	455878	456051	189	48
Syn_WH8101_rela	456272	457030	786	48
Syn_WH8101_rela	457030	457034	4	48
Syn_WH8101_rela	457034	457040	7	48
Syn_WH8101_rela	457046	457171	164	48
Syn_WH8101_rela	457252	457328	82	48
Syn_WH8101_rela	457328	457334	9	48
Syn_WH8101_rela	457334	457655	328	48
Syn_WH8101_rela	457655	459923	2274	48
Syn_WH8101_rela	459923	461441	1530	48
Syn_WH8101_rela	461441	462209	803	48
Syn_WH8101_rela	462209	462215	28	48
Syn_WH8101_rela	464063	464071	15	48
Syn_WH8101_rela	464071	464279	208	48
Syn_WH8101_rela	464279	464669	390	48
Syn_WH8101_rela	464669	465242	576	48
Syn_WH8101_rela	465242	465661	430	48
Syn_WH8101_rela	465661	466427	766	48
Syn_WH8101_rela	466427	466891	464	48
Syn_WH8101_rela	466891	467349	489	48
Syn_WH8101_rela	467349	468031	716	48
Syn_WH8101_rela	468031	468459	543	48
Syn_WH8101_rela	468459	468692	241	48
Syn_WH8101_rela	468692	469434	752	48
Syn_WH8101_rela	469440	470920	1528	48
Syn_WH8101_rela	470920	470938	24	48
Syn_WH8101_rela	470938	471042	131	48
Syn_WH8101_rela	471042	471061	19	48
Syn_WH8101_rela	471083	471116	46	48
Syn_WH8101_rela	471145	471166	40	48
Syn_WH8101_rela	471187	471318	138	48
Syn_WH8101_rela	471482	472085	612	48
Syn_WH8101_rela	472085	472520	480	48
Syn_WH8101_rela	472520	473049	529	48
Syn_WH8101_rela	473049	473306	275	48
Syn_WH8101_rela	473306	473884	578	48
Syn_WH8101_rela	473884	474311	493	48
Syn_WH8101_rela	474311	474524	237	48
Syn_WH8101_rela	474524	474926	405	48
Syn_WH8101_rela	474926	475555	688	48
Syn_WH8101_rela	475555	476434	923	48
Syn_WH8101_rela	476434	476830	415	48
Syn_WH8101_rela	476830	477807	992	48
Syn_WH8101_rela	477807	478202	401	48
Syn_WH8101_rela	478202	478935	777	48
Syn_WH8101_rela	478935	479255	320	48
Syn_WH8101_rela	479255	479533	345	48
Syn_WH8101_rela	479533	480076	543	48
Syn_WH8101_rela	480076	481231	1167	48
Syn_WH8101_rela	481231	481485	257	48
Syn_WH8101_rela	481485	482074	614	48
Syn_WH8101_rela	482074	482476	402	48
Syn_WH8101_rela	482476	483021	551	48
Syn_WH8101_rela	483021	483445	425	48
Syn_WH8101_rela	483445	484040	618	48
Syn_WH8101_rela	484040	484397	357	48
Syn_WH8101_rela	484397	484834	441	48
Syn_WH8101_rela	484834	485105	271	48
Syn_WH8101_rela	485105	485366	263	48
Syn_WH8101_rela	485366	486552	1187	48
Syn_WH8101_rela	486552	486896	344	48
Syn_WH8101_rela	486896	487236	340	48
Syn_WH8101_rela	487236	489065	1832	48
Syn_WH8101_rela	489065	490133	1140	48
Syn_WH8101_rela	490133	491648	1587	48
Syn_WH8101_rela	491648	492706	1108	48
Syn_WH8101_rela	492706	493750	1192	48
Syn_WH8101_rela	493750	494424	765	48
Syn_WH8101_rela	494424	495499	1106	48
Syn_WH8101_rela	495499	496202	873	48
Syn_WH8101_rela	496202	496363	198	48
Syn_WH8101_rela	496363	498011	1701	48
Syn_WH8101_rela	498011	498407	396	48
Syn_WH8101_rela	498407	498687	285	48
Syn_WH8101_rela	498687	499038	351	48
Syn_WH8101_rela	499038	499412	378	48
Syn_WH8101_rela	499412	499798	392	48
Syn_WH8101_rela	499798	501165	1443	48
Syn_WH8101_rela	501165	502039	942	48
Syn_WH8101_rela	502039	502116	120	48
Syn_WH8101_rela	502130	502134	11	48
Syn_WH8101_rela	502134	502143	12	48
Syn_WH8101_rela	502143	502145	2	48
Syn_WH8101_rela	502145	502404	262	48
Syn_WH8101_rela	502404	503308	913	48
Syn_WH8101_rela	505479	505953	482	48
Syn_WH8101_rela	505953	506082	175	48
Syn_WH8101_rela	506082	506686	607	48
Syn_WH8101_rela	506686	507921	1262	48
Syn_WH8101_rela	507921	509067	1146	48
Syn_WH8101_rela	509067	509596	529	48
Syn_WH8101_rela	509596	509950	354	48
Syn_WH8101_rela	509950	510189	242	48
Syn_WH8101_rela	510189	511390	1222	48
Syn_WH8101_rela	511390	511988	598	48
Syn_WH8101_rela	511988	512317	329	48
Syn_WH8101_rela	512317	513540	1255	48
Syn_WH8101_rela	513540	514548	1072	48
Syn_WH8101_rela	514548	515499	1045	48
Syn_WH8101_rela	515499	515735	236	48
Syn_WH8101_rela	515735	516043	308	48
Syn_WH8101_rela	516043	516564	532	48
Syn_WH8101_rela	516564	516593	32	48
Syn_WH8101_rela	516593	516595	2	48
Syn_WH8101_rela	516595	516838	282	48
Syn_WH8101_rela	516838	518010	1190	48
Syn_WH8101_rela	518010	518645	636	48
Syn_WH8101_rela	519723	519782	98	48
Syn_WH8101_rela	519782	520021	273	48
Syn_WH8101_rela	520021	520395	408	48
Syn_WH8101_rela	520395	520933	569	48
Syn_WH8101_rela	520933	521979	1112	48
Syn_WH8101_rela	521979	523195	1231	48
Syn_WH8101_rela	523195	523205	10	48
Syn_WH8101_rela	523205	523354	149	48
Syn_WH8101_rela	523365	523588	226	48
Syn_WH8101_rela	523865	525189	1465	48
Syn_WH8101_rela	525189	525700	520	48
Syn_WH8101_rela	525700	526265	616	48
Syn_WH8101_rela	526265	526900	644	48
Syn_WH8101_rela	526900	526911	37	48
Syn_WH8101_rela	526911	526974	148	48
Syn_WH8101_rela	527390	527455	107	48
Syn_WH8101_rela	527455	527462	7	48
Syn_WH8101_rela	527462	528088	652	48
Syn_WH8101_rela	528088	528440	386	48
Syn_WH8101_rela	528440	528925	498	48
Syn_WH8101_rela	528925	529283	358	48
Syn_WH8101_rela	529283	529291	21	48
Syn_WH8101_rela	529291	529508	233	48
Syn_WH8101_rela	529508	529741	233	48
Syn_WH8101_rela	529741	529745	15	48
Syn_WH8101_rela	542016	542769	847	48
Syn_WH8101_rela	542769	550156	7387	48
Syn_WH8101_rela	550321	550381	62	48
Syn_WH8101_rela	550381	550472	116	48
Syn_WH8101_rela	550472	550915	570	48
Syn_WH8101_rela	550915	550936	23	48
Syn_WH8101_rela	550936	550948	13	48
Syn_WH8101_rela	551074	551080	6	48
Syn_WH8101_rela	551080	551354	333	48
Syn_WH8101_rela	551354	551404	67	48
Syn_WH8101_rela	551404	551414	14	48
Syn_WH8101_rela	551414	552705	1319	48
Syn_WH8101_rela	552705	553912	1210	48
Syn_WH8101_rela	553912	554491	623	48
Syn_WH8101_rela	554491	554592	101	48
Syn_WH8101_rela	554592	554752	173	48
Syn_WH8101_rela	554752	555973	1276	48
Syn_WH8101_rela	555973	555979	6	48
Syn_WH8101_rela	555979	556195	240	48
Syn_WH8101_rela	556195	556496	301	48
Syn_WH8101_rela	556496	556499	4	48
Syn_WH8101_rela	556499	556503	18	48
Syn_WH8101_rela	556504	556510	7	48
Syn_WH8101_rela	556510	556686	179	48
Syn_WH8101_rela	556686	558906	2324	48
Syn_WH8101_rela	558906	559126	244	48
Syn_WH8101_rela	559126	559440	320	48
Syn_WH8101_rela	559440	561281	1874	48
Syn_WH8101_rela	561281	563105	1966	48
Syn_WH8101_rela	563105	563114	9	48
Syn_WH8101_rela	563114	563633	602	48
Syn_WH8101_rela	563633	563680	72	48
Syn_WH8101_rela	563681	564013	338	48
Syn_WH8101_rela	564013	564443	430	48
