Chr	Start	Stop	BlockLength	BlockSize
Syn_WH8101_rela	16990	17062	83	48
Syn_WH8101_rela	17077	17083	6	48
Syn_WH8101_rela	17099	17106	7	48
Syn_WH8101_rela	17106	17370	264	48
Syn_WH8101_rela	17396	17396	1	48
Syn_WH8101_rela	17484	17523	42	48
Syn_WH8101_rela	17527	17527	9	48
Syn_WH8101_rela	17535	17575	55	48
Syn_WH8101_rela	17587	17587	10	48
Syn_WH8101_rela	17596	17628	32	48
Syn_WH8101_rela	17647	17652	5	48
Syn_WH8101_rela	17678	17945	270	48
Syn_WH8101_rela	17945	18183	238	48
Syn_WH8101_rela	18183	18656	473	48
Syn_WH8101_rela	18674	18693	19	48
Syn_WH8101_rela	18710	18731	21	48
Syn_WH8101_rela	18748	18838	90	48
Syn_WH8101_rela	18838	19261	423	48
Syn_WH8101_rela	19264	19264	9	48
Syn_WH8101_rela	19264	19711	450	48
Syn_WH8101_rela	19732	19745	13	48
Syn_WH8101_rela	19745	20140	395	48
Syn_WH8101_rela	20152	20268	116	48
Syn_WH8101_rela	20268	20485	217	48
Syn_WH8101_rela	20492	20492	2	48
Syn_WH8101_rela	24469	24469	16	48
Syn_WH8101_rela	24522	24645	159	48
Syn_WH8101_rela	24663	24727	64	48
Syn_WH8101_rela	24763	24769	7	48
Syn_WH8101_rela	24769	25261	492	48
Syn_WH8101_rela	25317	25321	4	48
Syn_WH8101_rela	25336	25342	6	48
Syn_WH8101_rela	25355	25378	24	48
Syn_WH8101_rela	25378	25698	323	48
Syn_WH8101_rela	25704	25704	1	48
Syn_WH8101_rela	25704	26524	825	48
Syn_WH8101_rela	26541	26749	226	48
Syn_WH8101_rela	26766	26844	84	48
Syn_WH8101_rela	26844	27259	415	48
Syn_WH8101_rela	27259	27615	360	48
Syn_WH8101_rela	27615	28074	466	48
Syn_WH8101_rela	28074	28436	362	48
Syn_WH8101_rela	28451	28664	224	48
Syn_WH8101_rela	28664	28913	249	48
Syn_WH8101_rela	28920	28928	8	48
Syn_WH8101_rela	28946	28959	13	48
Syn_WH8101_rela	28975	29118	143	48
Syn_WH8101_rela	29118	29665	547	48
Syn_WH8101_rela	29665	30416	760	48
Syn_WH8101_rela	30457	30461	4	48
Syn_WH8101_rela	30471	30472	1	48
Syn_WH8101_rela	30514	30547	33	48
Syn_WH8101_rela	30563	30569	6	48
Syn_WH8101_rela	30575	30575	1	48
Syn_WH8101_rela	31721	31723	7	48
Syn_WH8101_rela	31723	32119	409	48
Syn_WH8101_rela	32132	32664	538	48
Syn_WH8101_rela	32682	32695	13	48
Syn_WH8101_rela	32695	33832	1174	48
Syn_WH8101_rela	33832	34548	723	48
Syn_WH8101_rela	34569	34576	7	48
Syn_WH8101_rela	34589	34605	16	48
Syn_WH8101_rela	34605	34882	279	48
Syn_WH8101_rela	34885	35883	1019	48
Syn_WH8101_rela	35883	35885	2	48
Syn_WH8101_rela	35900	36006	106	48
Syn_WH8101_rela	36024	36056	33	48
Syn_WH8101_rela	36103	36104	1	48
Syn_WH8101_rela	36104	36381	299	48
Syn_WH8101_rela	36381	37068	692	48
Syn_WH8101_rela	37087	37097	36	48
Syn_WH8101_rela	37103	37109	6	48
Syn_WH8101_rela	37125	37233	108	48
Syn_WH8101_rela	37270	37271	1	48
Syn_WH8101_rela	37322	37325	4	48
Syn_WH8101_rela	37346	37348	6	48
Syn_WH8101_rela	37348	37766	421	48
Syn_WH8101_rela	37791	37803	12	48
Syn_WH8101_rela	37821	37825	4	48
Syn_WH8101_rela	37840	37853	13	48
Syn_WH8101_rela	37860	37860	1	48
Syn_WH8101_rela	37870	38695	825	48
Syn_WH8101_rela	38704	39000	296	48
Syn_WH8101_rela	39000	39504	507	48
Syn_WH8101_rela	39516	39707	191	48
Syn_WH8101_rela	39725	39738	13	48
Syn_WH8101_rela	39769	39798	29	48
Syn_WH8101_rela	39810	39810	1	48
Syn_WH8101_rela	39810	39842	54	48
Syn_WH8101_rela	39909	39917	8	48
Syn_WH8101_rela	39917	39917	5	48
Syn_WH8101_rela	39922	40142	220	48
Syn_WH8101_rela	40160	40174	14	48
Syn_WH8101_rela	40190	40244	56	48
Syn_WH8101_rela	40263	40289	26	48
Syn_WH8101_rela	40308	40326	18	48
Syn_WH8101_rela	40326	40769	462	48
Syn_WH8101_rela	40769	40813	44	48
Syn_WH8101_rela	40834	40847	15	48
Syn_WH8101_rela	40847	40851	4	48
Syn_WH8101_rela	40855	40876	25	48
Syn_WH8101_rela	40902	41122	244	48
Syn_WH8101_rela	41125	41129	10	48
Syn_WH8101_rela	41158	41159	1	48
Syn_WH8101_rela	41179	41208	29	48
Syn_WH8101_rela	41223	41226	7	48
Syn_WH8101_rela	41226	41281	55	48
Syn_WH8101_rela	41300	41487	189	48
Syn_WH8101_rela	41547	41560	15	48
Syn_WH8101_rela	41573	41585	23	48
Syn_WH8101_rela	41589	41608	19	48
Syn_WH8101_rela	41637	41809	172	48
Syn_WH8101_rela	41822	41827	5	48
Syn_WH8101_rela	41863	41931	69	48
Syn_WH8101_rela	41931	41949	21	48
Syn_WH8101_rela	41971	41991	20	48
Syn_WH8101_rela	41991	43125	1134	48
Syn_WH8101_rela	43133	43172	47	48
Syn_WH8101_rela	43204	43211	7	48
Syn_WH8101_rela	43226	43302	76	48
Syn_WH8101_rela	43309	43479	170	48
Syn_WH8101_rela	43509	43537	28	48
Syn_WH8101_rela	43537	44323	786	48
Syn_WH8101_rela	44339	44386	60	48
Syn_WH8101_rela	44413	44435	29	48
Syn_WH8101_rela	44435	44747	312	48
Syn_WH8101_rela	44747	45992	1245	48
Syn_WH8101_rela	55090	55101	11	48
Syn_WH8101_rela	55118	55406	301	48
Syn_WH8101_rela	55418	55782	364	48
Syn_WH8101_rela	55791	55791	1	48
Syn_WH8101_rela	55800	56061	276	48
Syn_WH8101_rela	56065	56065	6	48
Syn_WH8101_rela	56070	56073	3	48
Syn_WH8101_rela	56092	56097	5	48
Syn_WH8101_rela	56117	56182	65	48
Syn_WH8101_rela	56204	56207	3	48
Syn_WH8101_rela	56226	56226	2	48
Syn_WH8101_rela	56226	56658	432	48
Syn_WH8101_rela	56658	58002	1359	48
Syn_WH8101_rela	58003	58004	1	48
Syn_WH8101_rela	58004	58004	3	48
Syn_WH8101_rela	58015	58017	4	48
Syn_WH8101_rela	58017	58021	4	48
Syn_WH8101_rela	58036	58591	555	48
Syn_WH8101_rela	58591	59158	567	48
Syn_WH8101_rela	59187	59199	12	48
Syn_WH8101_rela	60703	61489	786	48
Syn_WH8101_rela	61501	61527	26	48
Syn_WH8101_rela	61533	61534	1	48
Syn_WH8101_rela	61553	61558	5	48
Syn_WH8101_rela	61575	61855	303	48
Syn_WH8101_rela	61855	62105	271	48
Syn_WH8101_rela	62114	62136	29	48
Syn_WH8101_rela	62176	62177	1	48
Syn_WH8101_rela	62177	62681	506	48
Syn_WH8101_rela	62705	62706	1	48
Syn_WH8101_rela	62706	63070	364	48
Syn_WH8101_rela	63133	63377	245	48
Syn_WH8101_rela	63394	63402	8	48
Syn_WH8101_rela	63422	63423	1	48
Syn_WH8101_rela	63423	63477	58	48
Syn_WH8101_rela	63489	63495	6	48
Syn_WH8101_rela	63507	63684	192	48
Syn_WH8101_rela	63700	63993	305	48
Syn_WH8101_rela	63993	64283	290	48
Syn_WH8101_rela	64283	64981	714	48
Syn_WH8101_rela	64981	65177	198	48
Syn_WH8101_rela	65185	65185	1	48
Syn_WH8101_rela	65185	65187	4	48
Syn_WH8101_rela	65198	65204	6	48
Syn_WH8101_rela	65213	65213	20	48
Syn_WH8101_rela	65234	65234	9	48
Syn_WH8101_rela	65240	65401	161	48
Syn_WH8101_rela	65401	65645	244	48
Syn_WH8101_rela	72004	72036	37	48
Syn_WH8101_rela	72036	72059	40	48
Syn_WH8101_rela	72107	72107	5	48
Syn_WH8101_rela	72146	72146	42	48
Syn_WH8101_rela	72244	72262	18	48
Syn_WH8101_rela	72287	72335	48	48
Syn_WH8101_rela	72335	72335	3	48
Syn_WH8101_rela	72350	72577	257	48
Syn_WH8101_rela	72623	72624	1	48
Syn_WH8101_rela	72624	72624	2	48
Syn_WH8101_rela	72712	72735	44	48
Syn_WH8101_rela	72751	72751	1	48
Syn_WH8101_rela	72765	72768	3	48
Syn_WH8101_rela	72783	72783	12	48
Syn_WH8101_rela	72785	73110	325	48
Syn_WH8101_rela	73110	73906	801	48
Syn_WH8101_rela	73906	73912	12	48
Syn_WH8101_rela	73930	74026	102	48
Syn_WH8101_rela	74026	74280	254	48
Syn_WH8101_rela	74280	74594	314	48
Syn_WH8101_rela	74594	74616	22	48
Syn_WH8101_rela	74616	75086	473	48
Syn_WH8101_rela	75086	75796	713	48
Syn_WH8101_rela	75796	75982	186	48
Syn_WH8101_rela	75992	75994	2	48
Syn_WH8101_rela	76019	76118	106	48
Syn_WH8101_rela	76118	76755	637	48
Syn_WH8101_rela	76767	76827	60	48
Syn_WH8101_rela	76859	76862	3	48
Syn_WH8101_rela	76905	76914	9	48
Syn_WH8101_rela	76926	76940	29	48
Syn_WH8101_rela	76940	78233	1293	48
Syn_WH8101_rela	78245	78285	41	48
Syn_WH8101_rela	78285	78285	9	48
Syn_WH8101_rela	78288	78297	9	48
Syn_WH8101_rela	78359	78365	6	48
Syn_WH8101_rela	78393	78399	6	48
Syn_WH8101_rela	78430	78431	1	48
Syn_WH8101_rela	78431	78758	327	48
Syn_WH8101_rela	78758	79431	673	48
Syn_WH8101_rela	79443	79468	25	48
Syn_WH8101_rela	79468	79693	225	48
Syn_WH8101_rela	79693	80367	706	48
Syn_WH8101_rela	80386	80391	5	48
Syn_WH8101_rela	80410	80428	18	48
Syn_WH8101_rela	80438	80439	1	48
Syn_WH8101_rela	80439	82219	1780	48
Syn_WH8101_rela	82234	82249	19	48
Syn_WH8101_rela	82275	82275	1	48
Syn_WH8101_rela	82338	82350	12	48
Syn_WH8101_rela	82355	82355	1	48
Syn_WH8101_rela	98446	98446	7	48
Syn_WH8101_rela	98452	98452	1	48
Syn_WH8101_rela	98540	98641	101	48
Syn_WH8101_rela	98643	98643	8	48
Syn_WH8101_rela	98643	98643	1	48
Syn_WH8101_rela	100195	101826	1631	48
Syn_WH8101_rela	101839	101851	12	48
Syn_WH8101_rela	101860	101860	1	48
Syn_WH8101_rela	101860	101861	1	48
Syn_WH8101_rela	101894	103003	1109	48
Syn_WH8101_rela	103133	103138	5	48
Syn_WH8101_rela	103155	103311	166	48
Syn_WH8101_rela	103315	103804	489	48
Syn_WH8101_rela	103813	104878	1076	48
Syn_WH8101_rela	105653	105653	1	48
Syn_WH8101_rela	105659	105669	10	48
Syn_WH8101_rela	105684	106298	620	48
Syn_WH8101_rela	106322	106327	5	48
Syn_WH8101_rela	106346	106508	170	48
Syn_WH8101_rela	106508	106729	221	48
Syn_WH8101_rela	106729	107021	292	48
Syn_WH8101_rela	107021	107248	227	48
Syn_WH8101_rela	107257	107257	9	48
Syn_WH8101_rela	107415	108057	642	48
Syn_WH8101_rela	108057	109374	1317	48
Syn_WH8101_rela	109380	109380	22	48
Syn_WH8101_rela	109380	109382	2	48
Syn_WH8101_rela	109400	109710	313	48
Syn_WH8101_rela	109722	110092	379	48
Syn_WH8101_rela	110104	110108	4	48
Syn_WH8101_rela	110133	110134	1	48
Syn_WH8101_rela	110155	110488	339	48
Syn_WH8101_rela	110493	110493	24	48
Syn_WH8101_rela	110497	110972	480	48
Syn_WH8101_rela	110979	110982	7	48
Syn_WH8101_rela	111007	111032	26	48
Syn_WH8101_rela	111062	111063	1	48
Syn_WH8101_rela	111080	111521	441	48
Syn_WH8101_rela	111521	112211	693	48
Syn_WH8101_rela	112211	112421	210	48
Syn_WH8101_rela	112436	112592	166	48
Syn_WH8101_rela	112614	112816	206	48
Syn_WH8101_rela	112816	113463	647	48
Syn_WH8101_rela	113463	113549	86	48
Syn_WH8101_rela	113549	113593	44	48
Syn_WH8101_rela	135268	135268	12	48
Syn_WH8101_rela	135275	135278	3	48
Syn_WH8101_rela	135299	135317	29	48
Syn_WH8101_rela	135317	135782	491	48
Syn_WH8101_rela	135782	137191	1409	48
Syn_WH8101_rela	137206	137206	1	48
Syn_WH8101_rela	137217	137249	37	48
Syn_WH8101_rela	137249	137262	13	48
Syn_WH8101_rela	137262	137905	643	48
Syn_WH8101_rela	137939	137973	37	48
Syn_WH8101_rela	137973	137973	3	48
Syn_WH8101_rela	137988	138307	319	48
Syn_WH8101_rela	138335	138421	90	48
Syn_WH8101_rela	138430	138476	48	48
Syn_WH8101_rela	138476	139905	1444	48
Syn_WH8101_rela	139905	140275	372	48
Syn_WH8101_rela	140281	140281	6	48
Syn_WH8101_rela	140281	140636	355	48
Syn_WH8101_rela	140653	140790	143	48
Syn_WH8101_rela	140802	140805	3	48
Syn_WH8101_rela	140821	140836	15	48
Syn_WH8101_rela	140843	141239	405	48
Syn_WH8101_rela	141239	141905	666	48
Syn_WH8101_rela	141905	142111	206	48
Syn_WH8101_rela	142122	142123	1	48
Syn_WH8101_rela	142255	142611	356	48
Syn_WH8101_rela	142611	142970	359	48
Syn_WH8101_rela	142985	142989	6	48
Syn_WH8101_rela	142991	143001	10	48
Syn_WH8101_rela	143012	143012	8	48
Syn_WH8101_rela	143020	143041	21	48
Syn_WH8101_rela	143055	143056	1	48
Syn_WH8101_rela	143056	143321	265	48
Syn_WH8101_rela	143330	143331	1	48
Syn_WH8101_rela	143331	144048	728	48
Syn_WH8101_rela	144048	144522	481	48
Syn_WH8101_rela	144531	144798	267	48
Syn_WH8101_rela	144834	144834	39	48
Syn_WH8101_rela	144846	144919	73	48
Syn_WH8101_rela	144931	145318	387	48
Syn_WH8101_rela	145345	145359	14	48
Syn_WH8101_rela	145359	145462	112	48
Syn_WH8101_rela	145468	145569	101	48
Syn_WH8101_rela	145626	145971	345	48
Syn_WH8101_rela	147798	147820	26	48
Syn_WH8101_rela	147839	147847	8	48
Syn_WH8101_rela	147863	147880	17	48
Syn_WH8101_rela	147895	147903	8	48
Syn_WH8101_rela	147917	147923	6	48
Syn_WH8101_rela	147940	147953	13	48
Syn_WH8101_rela	147969	147987	32	48
Syn_WH8101_rela	149931	150394	497	48
Syn_WH8101_rela	150404	150429	25	48
Syn_WH8101_rela	150429	150483	72	48
Syn_WH8101_rela	150497	150519	46	48
Syn_WH8101_rela	150527	151413	907	48
Syn_WH8101_rela	151413	151464	51	48
Syn_WH8101_rela	151478	151479	1	48
Syn_WH8101_rela	160594	160604	10	48
Syn_WH8101_rela	160622	160653	31	48
Syn_WH8101_rela	160667	160922	256	48
Syn_WH8101_rela	160939	160973	34	48
Syn_WH8101_rela	160981	161095	134	48
Syn_WH8101_rela	161102	161420	318	48
Syn_WH8101_rela	167540	167754	230	48
Syn_WH8101_rela	167769	167865	97	48
Syn_WH8101_rela	167882	167887	5	48
Syn_WH8101_rela	167901	167945	50	48
Syn_WH8101_rela	167945	167968	23	48
Syn_WH8101_rela	167968	168020	52	48
Syn_WH8101_rela	168037	168368	339	48
Syn_WH8101_rela	168407	168410	9	48
Syn_WH8101_rela	168425	168474	49	48
Syn_WH8101_rela	168489	168703	217	48
Syn_WH8101_rela	168708	168708	3	48
Syn_WH8101_rela	168708	168947	239	48
Syn_WH8101_rela	168963	168963	1	48
Syn_WH8101_rela	170011	172174	2163	48
Syn_WH8101_rela	172174	172518	344	48
Syn_WH8101_rela	172621	172629	8	48
Syn_WH8101_rela	177098	177434	339	48
Syn_WH8101_rela	177434	177880	446	48
Syn_WH8101_rela	177904	177918	14	48
Syn_WH8101_rela	177936	177954	19	48
Syn_WH8101_rela	177970	178447	480	48
Syn_WH8101_rela	178464	178861	403	48
Syn_WH8101_rela	178861	178861	3	48
Syn_WH8101_rela	178873	178873	1	48
Syn_WH8101_rela	178888	178981	93	48
Syn_WH8101_rela	179007	179071	64	48
Syn_WH8101_rela	179125	179245	120	48
Syn_WH8101_rela	179272	179324	66	48
Syn_WH8101_rela	179336	179432	96	48
Syn_WH8101_rela	179447	179499	52	48
Syn_WH8101_rela	179509	179544	35	48
Syn_WH8101_rela	179804	179806	14	48
Syn_WH8101_rela	179835	179977	142	48
Syn_WH8101_rela	180006	180114	108	48
Syn_WH8101_rela	180128	180137	9	48
Syn_WH8101_rela	180165	180169	4	48
Syn_WH8101_rela	180185	180185	9	48
Syn_WH8101_rela	180185	180510	357	48
Syn_WH8101_rela	180510	180740	252	48
Syn_WH8101_rela	180751	180932	190	48
Syn_WH8101_rela	180935	181253	318	48
Syn_WH8101_rela	181271	181506	235	48
Syn_WH8101_rela	181512	181512	1	48
Syn_WH8101_rela	181512	181521	12	48
Syn_WH8101_rela	181539	181604	65	48
Syn_WH8101_rela	181623	182274	651	48
Syn_WH8101_rela	182274	182449	175	48
Syn_WH8101_rela	182468	182468	1	48
Syn_WH8101_rela	182469	182521	62	48
Syn_WH8101_rela	182521	182797	293	48
Syn_WH8101_rela	183461	183708	251	48
Syn_WH8101_rela	183726	183726	1	48
Syn_WH8101_rela	183811	184165	354	48
Syn_WH8101_rela	184179	184456	277	48
Syn_WH8101_rela	184476	184512	36	48
Syn_WH8101_rela	184523	184525	2	48
Syn_WH8101_rela	184541	184628	106	48
Syn_WH8101_rela	185213	185770	569	48
Syn_WH8101_rela	185774	185781	7	48
Syn_WH8101_rela	185795	185976	181	48
Syn_WH8101_rela	185993	185995	2	48
Syn_WH8101_rela	186012	186031	19	48
Syn_WH8101_rela	186031	186577	546	48
Syn_WH8101_rela	187469	187500	32	48
Syn_WH8101_rela	187520	187550	32	48
Syn_WH8101_rela	189777	189785	8	48
Syn_WH8101_rela	189803	189835	33	48
Syn_WH8101_rela	189851	190072	239	48
Syn_WH8101_rela	190081	190242	192	48
Syn_WH8101_rela	190253	190307	54	48
Syn_WH8101_rela	190329	190329	1	48
Syn_WH8101_rela	190329	191037	711	48
Syn_WH8101_rela	191045	191045	1	48
Syn_WH8101_rela	191054	191245	197	48
Syn_WH8101_rela	191245	191479	234	48
Syn_WH8101_rela	191513	191871	358	48
Syn_WH8101_rela	191871	191880	9	48
Syn_WH8101_rela	191898	191985	103	48
Syn_WH8101_rela	192019	192019	1	48
Syn_WH8101_rela	192728	192728	3	48
Syn_WH8101_rela	192735	192930	195	48
Syn_WH8101_rela	192943	193108	165	48
Syn_WH8101_rela	193122	193240	118	48
Syn_WH8101_rela	216866	217564	698	48
Syn_WH8101_rela	217564	218433	871	48
Syn_WH8101_rela	218433	218652	219	48
Syn_WH8101_rela	218652	218897	286	48
Syn_WH8101_rela	218897	219032	145	48
Syn_WH8101_rela	219044	219056	12	48
Syn_WH8101_rela	219059	219167	111	48
Syn_WH8101_rela	219167	219259	95	48
Syn_WH8101_rela	219284	219287	3	48
Syn_WH8101_rela	219323	219336	13	48
Syn_WH8101_rela	223343	223343	1	48
Syn_WH8101_rela	223365	223384	19	48
Syn_WH8101_rela	223394	223428	55	48
Syn_WH8101_rela	223453	223462	9	48
Syn_WH8101_rela	223462	223462	1	48
Syn_WH8101_rela	223472	223472	4	48
Syn_WH8101_rela	223472	223485	13	48
Syn_WH8101_rela	223499	223615	116	48
Syn_WH8101_rela	223627	223696	92	48
Syn_WH8101_rela	223714	223888	213	48
Syn_WH8101_rela	223909	223938	30	48
Syn_WH8101_rela	223949	223953	4	48
Syn_WH8101_rela	223961	223961	1	48
Syn_WH8101_rela	223961	223962	1	48
Syn_WH8101_rela	223982	224246	273	48
Syn_WH8101_rela	224259	224349	92	48
Syn_WH8101_rela	224349	224366	48	48
Syn_WH8101_rela	224399	224509	110	48
Syn_WH8101_rela	224518	224799	322	48
Syn_WH8101_rela	224818	224819	1	48
Syn_WH8101_rela	224861	224861	1	48
Syn_WH8101_rela	224861	224861	2	48
Syn_WH8101_rela	224862	224888	26	48
Syn_WH8101_rela	224897	224992	114	48
Syn_WH8101_rela	225019	225084	65	48
Syn_WH8101_rela	225107	225249	183	48
Syn_WH8101_rela	225249	225433	241	48
Syn_WH8101_rela	225433	225437	4	48
Syn_WH8101_rela	225450	226515	1065	48
Syn_WH8101_rela	226530	226575	45	48
Syn_WH8101_rela	226584	226589	5	48
Syn_WH8101_rela	226589	226846	257	48
Syn_WH8101_rela	226882	226897	15	48
Syn_WH8101_rela	226903	227103	212	48
Syn_WH8101_rela	227111	227132	21	48
Syn_WH8101_rela	227148	227159	11	48
Syn_WH8101_rela	227171	227330	171	48
Syn_WH8101_rela	227345	227415	70	48
Syn_WH8101_rela	227427	227468	41	48
Syn_WH8101_rela	227486	227604	142	48
Syn_WH8101_rela	227635	227641	20	48
Syn_WH8101_rela	227662	227940	309	48
Syn_WH8101_rela	227940	228006	66	48
Syn_WH8101_rela	228006	228178	188	48
Syn_WH8101_rela	228186	228276	90	48
Syn_WH8101_rela	228280	228460	230	48
Syn_WH8101_rela	228479	228480	1	48
Syn_WH8101_rela	228481	228534	53	48
Syn_WH8101_rela	228546	228691	153	48
Syn_WH8101_rela	300197	300281	84	48
Syn_WH8101_rela	300281	300374	96	48
Syn_WH8101_rela	300391	300502	111	48
Syn_WH8101_rela	300523	300660	140	48
Syn_WH8101_rela	300672	300674	3	48
Syn_WH8101_rela	300674	300995	322	48
Syn_WH8101_rela	301012	301095	95	48
Syn_WH8101_rela	301095	302004	922	48
Syn_WH8101_rela	302027	302027	1	48
Syn_WH8101_rela	302037	302355	318	48
Syn_WH8101_rela	302356	302356	13	48
Syn_WH8101_rela	302358	302372	14	48
Syn_WH8101_rela	302376	302376	1	48
Syn_WH8101_rela	302388	302388	1	48
Syn_WH8101_rela	302388	302389	1	48
Syn_WH8101_rela	302391	302391	16	48
Syn_WH8101_rela	302398	302398	1	48
Syn_WH8101_rela	302398	302398	26	48
Syn_WH8101_rela	302417	302443	26	48
Syn_WH8101_rela	302458	302468	10	48
Syn_WH8101_rela	302471	302471	2	48
Syn_WH8101_rela	302480	302515	35	48
Syn_WH8101_rela	302523	302535	14	48
Syn_WH8101_rela	302535	302891	356	48
Syn_WH8101_rela	302905	302911	6	48
Syn_WH8101_rela	302917	302917	15	48
Syn_WH8101_rela	302917	303187	270	48
Syn_WH8101_rela	303187	303637	471	48
Syn_WH8101_rela	303646	303660	14	48
Syn_WH8101_rela	303666	303691	34	48
Syn_WH8101_rela	303704	303704	1	48
Syn_WH8101_rela	303718	303998	283	48
Syn_WH8101_rela	303998	304237	239	48
Syn_WH8101_rela	307480	308797	1344	48
Syn_WH8101_rela	308797	308809	12	48
Syn_WH8101_rela	308827	308861	34	48
Syn_WH8101_rela	308885	308895	10	48
Syn_WH8101_rela	308912	308931	19	48
Syn_WH8101_rela	308945	308965	20	48
Syn_WH8101_rela	309009	309020	11	48
Syn_WH8101_rela	309035	309035	1	48
Syn_WH8101_rela	309035	309803	768	48
Syn_WH8101_rela	309819	309966	147	48
Syn_WH8101_rela	309966	310198	239	48
Syn_WH8101_rela	310201	310362	161	48
Syn_WH8101_rela	310362	310373	13	48
Syn_WH8101_rela	310373	310685	312	48
Syn_WH8101_rela	310694	310694	17	48
Syn_WH8101_rela	310731	310731	1	48
Syn_WH8101_rela	310741	311647	906	48
Syn_WH8101_rela	311680	311689	13	48
Syn_WH8101_rela	311689	311716	32	48
Syn_WH8101_rela	311719	311758	39	48
Syn_WH8101_rela	311796	311798	2	48
Syn_WH8101_rela	311798	312590	792	48
Syn_WH8101_rela	312602	312663	61	48
Syn_WH8101_rela	312677	312885	214	48
Syn_WH8101_rela	312887	312917	30	48
Syn_WH8101_rela	312933	312949	16	48
Syn_WH8101_rela	312957	312957	1	48
Syn_WH8101_rela	315588	315925	343	48
Syn_WH8101_rela	315925	316776	851	48
Syn_WH8101_rela	316776	316818	42	48
Syn_WH8101_rela	316824	316824	11	48
Syn_WH8101_rela	316841	316858	17	48
Syn_WH8101_rela	316880	316901	21	48
Syn_WH8101_rela	316915	316940	34	48
Syn_WH8101_rela	316940	317349	419	48
Syn_WH8101_rela	317368	317499	132	48
Syn_WH8101_rela	317499	317801	302	48
Syn_WH8101_rela	317814	317822	8	48
Syn_WH8101_rela	317832	317832	10	48
Syn_WH8101_rela	317834	317845	13	48
Syn_WH8101_rela	317845	317845	2	48
Syn_WH8101_rela	317845	318688	843	48
Syn_WH8101_rela	318702	318716	15	48
Syn_WH8101_rela	318716	318728	26	48
Syn_WH8101_rela	318753	319542	789	48
Syn_WH8101_rela	319563	319563	1	48
Syn_WH8101_rela	319563	319923	360	48
Syn_WH8101_rela	319941	320121	180	48
Syn_WH8101_rela	320141	320150	9	48
Syn_WH8101_rela	320169	320410	241	48
Syn_WH8101_rela	320410	321008	606	48
Syn_WH8101_rela	321030	321031	1	48
Syn_WH8101_rela	321043	321751	709	48
Syn_WH8101_rela	321751	322192	441	48
Syn_WH8101_rela	322192	322566	374	48
