Chr	Start	Stop	BlockSize	BlockLength	AlnScore
Syn_WH8101_rela	75796	76118	48	348	-inf
Syn_WH8101_rela	76118	76940	48	868	-inf
Syn_WH8101_rela	76940	78285	48	1356	-inf
Syn_WH8101_rela	78285	78431	48	207	-inf
Syn_WH8101_rela	78431	78758	48	327	-inf
Syn_WH8101_rela	78758	79468	48	719	-inf
Syn_WH8101_rela	79468	79693	48	225	-inf
Syn_WH8101_rela	79693	80439	48	803	-inf
Syn_WH8101_rela	80439	82275	48	1869	-inf
Syn_WH8101_rela	82275	82355	48	101	-inf
Syn_WH8101_rela	82582	83070	3	488	-inf
Syn_WH8101_rela	83070	83838	3	768	-inf
Syn_WH8101_rela	83838	84927	3	1089	-inf
Syn_WH8101_rela	84927	85396	23	469	-inf
Syn_WH8101_rela	85396	85636	24	255	-inf
Syn_WH8101_rela	85636	85992	23	360	-inf
Syn_WH8101_rela	85992	87267	24	1281	-inf
Syn_WH8101_rela	87267	87285	22	21	-inf
Syn_WH8101_rela	87285	87550	22	291	-inf
Syn_WH8101_rela	87550	87868	22	318	-inf
Syn_WH8101_rela	87868	87877	22	9	-inf
Syn_WH8101_rela	87877	87902	22	46	-inf
Syn_WH8101_rela	88119	88137	46	21	-inf
Syn_WH8101_rela	88137	88151	25	14	-inf
Syn_WH8101_rela	88151	88156	25	5	-inf
Syn_WH8101_rela	88156	88160	25	4	-inf
Syn_WH8101_rela	88160	88170	22	18	-inf
Syn_WH8101_rela	88170	88198	21	52	-inf
Syn_WH8101_rela	88198	88199	21	1	-inf
Syn_WH8101_rela	88199	88209	23	13	-inf
Syn_WH8101_rela	88209	90077	26	1871	-inf
Syn_WH8101_rela	90077	90194	26	133	-inf
Syn_WH8101_rela	90194	90239	26	46	-inf
Syn_WH8101_rela	90239	90255	23	38	-inf
Syn_WH8101_rela	90255	90729	22	483	-inf
Syn_WH8101_rela	90729	91001	24	272	-inf
Syn_WH8101_rela	91001	91368	26	369	-inf
Syn_WH8101_rela	91368	92095	22	736	-inf
Syn_WH8101_rela	92095	92104	15	10	-inf
Syn_WH8101_rela	92104	92107	19	3	-inf
Syn_WH8101_rela	92107	92109	19	3	-inf
Syn_WH8101_rela	92109	92314	22	205	-inf
Syn_WH8101_rela	92314	92642	22	328	-inf
Syn_WH8101_rela	92642	93126	22	491	-inf
Syn_WH8101_rela	93481	93759	22	278	-inf
Syn_WH8101_rela	93759	93767	23	8	-inf
Syn_WH8101_rela	93794	94068	32	274	-inf
Syn_WH8101_rela	94068	94137	32	84	-inf
Syn_WH8101_rela	94137	94663	32	556	-inf
Syn_WH8101_rela	94663	94907	29	244	-inf
Syn_WH8101_rela	94907	94979	29	143	-inf
Syn_WH8101_rela	94979	96110	29	1133	-inf
Syn_WH8101_rela	96110	96802	32	692	-inf
Syn_WH8101_rela	96802	97138	29	349	-inf
Syn_WH8101_rela	97138	97586	29	482	-inf
Syn_WH8101_rela	97586	97986	18	408	-inf
Syn_WH8101_rela	97986	98394	18	408	-inf
Syn_WH8101_rela	98429	98430	48	1	-inf
Syn_WH8101_rela	98430	98435	48	5	-inf
Syn_WH8101_rela	98435	98452	48	53	-inf
Syn_WH8101_rela	98452	98458	42	21	-inf
Syn_WH8101_rela	98458	98467	46	12	-inf
Syn_WH8101_rela	98540	98643	48	140	-inf
Syn_WH8101_rela	98643	98651	22	11	-inf
Syn_WH8101_rela	98651	98680	22	42	-inf
Syn_WH8101_rela	98680	98682	22	9	-inf
Syn_WH8101_rela	98682	99030	22	420	-inf
Syn_WH8101_rela	99030	99462	22	432	-inf
Syn_WH8101_rela	99462	99477	22	19	-inf
Syn_WH8101_rela	99477	99500	22	35	-inf
Syn_WH8101_rela	99500	99502	22	2	-inf
Syn_WH8101_rela	99502	99504	22	2	-inf
Syn_WH8101_rela	99504	99509	22	5	-inf
Syn_WH8101_rela	99509	99520	16	13	-inf
Syn_WH8101_rela	99520	99531	16	19	-inf
Syn_WH8101_rela	99531	99553	15	28	-inf
Syn_WH8101_rela	99553	99554	13	1	-inf
Syn_WH8101_rela	99564	99693	23	149	-inf
Syn_WH8101_rela	99693	99720	20	34	-inf
Syn_WH8101_rela	99720	99776	22	92	-inf
Syn_WH8101_rela	99776	99838	21	75	-inf
Syn_WH8101_rela	99838	99853	21	15	-inf
Syn_WH8101_rela	99853	99870	17	20	-inf
Syn_WH8101_rela	99870	99918	17	48	-inf
Syn_WH8101_rela	99918	99982	22	95	-inf
Syn_WH8101_rela	99982	100004	22	47	-inf
Syn_WH8101_rela	100004	100026	22	31	-inf
Syn_WH8101_rela	100026	100036	22	14	-inf
Syn_WH8101_rela	100036	100058	23	27	-inf
Syn_WH8101_rela	100058	100124	23	84	-inf
Syn_WH8101_rela	100124	100135	7	11	-inf
Syn_WH8101_rela	100135	100156	13	21	-inf
Syn_WH8101_rela	100156	100181	12	25	-inf
Syn_WH8101_rela	100181	100184	30	4	-inf
Syn_WH8101_rela	100184	100185	28	1	-inf
Syn_WH8101_rela	100185	101860	48	1689	-inf
Syn_WH8101_rela	101860	103003	48	1143	-inf
Syn_WH8101_rela	103003	103004	46	1	-inf
Syn_WH8101_rela	103004	103010	29	6	-inf
Syn_WH8101_rela	103010	103023	29	17	-inf
Syn_WH8101_rela	103023	103024	19	1	-inf
Syn_WH8101_rela	103024	103027	26	3	-inf
Syn_WH8101_rela	103027	103028	27	1	-inf
Syn_WH8101_rela	103028	103052	29	42	-inf
Syn_WH8101_rela	103052	103056	28	6	-inf
Syn_WH8101_rela	103056	103057	23	1	-inf
Syn_WH8101_rela	103057	103062	28	10	-inf
Syn_WH8101_rela	103062	103065	28	4	-inf
Syn_WH8101_rela	103065	103066	27	1	-inf
Syn_WH8101_rela	103066	103067	27	1	-inf
Syn_WH8101_rela	103067	103069	43	2	-inf
Syn_WH8101_rela	103069	103070	44	1	-inf
Syn_WH8101_rela	103070	103123	47	58	-inf
Syn_WH8101_rela	103123	103311	48	207	-inf
Syn_WH8101_rela	103311	103315	48	4	-inf
Syn_WH8101_rela	103315	103804	48	489	-inf
Syn_WH8101_rela	103804	103807	47	13	-inf
Syn_WH8101_rela	103807	103813	47	6	-inf
Syn_WH8101_rela	103813	104878	48	1076	-inf
Syn_WH8101_rela	104878	104885	44	9	-inf
Syn_WH8101_rela	104885	104983	46	128	-inf
Syn_WH8101_rela	104983	105034	43	51	-inf
Syn_WH8101_rela	105034	105470	43	448	-inf
Syn_WH8101_rela	105470	105603	41	133	-inf
Syn_WH8101_rela	105603	105638	43	38	-inf
Syn_WH8101_rela	105638	105652	45	22	-inf
Syn_WH8101_rela	105652	106508	48	916	-inf
Syn_WH8101_rela	106508	106729	48	221	-inf
Syn_WH8101_rela	106729	107021	48	292	-inf
Syn_WH8101_rela	107021	107257	48	254	-inf
Syn_WH8101_rela	107415	108057	48	642	-inf
Syn_WH8101_rela	108057	109380	48	1356	-inf
Syn_WH8101_rela	109380	110134	48	783	-inf
Syn_WH8101_rela	110134	110493	48	401	-inf
Syn_WH8101_rela	110493	110497	48	4	-inf
Syn_WH8101_rela	110497	110972	48	480	-inf
Syn_WH8101_rela	110972	110973	48	1	-inf
Syn_WH8101_rela	110973	110977	48	5	-inf
Syn_WH8101_rela	110977	110979	48	5	-inf
Syn_WH8101_rela	110979	111063	48	110	-inf
Syn_WH8101_rela	111063	111521	48	458	-inf
Syn_WH8101_rela	111521	112211	48	693	-inf
Syn_WH8101_rela	112211	112592	48	395	-inf
Syn_WH8101_rela	112592	112602	46	16	-inf
Syn_WH8101_rela	112602	112816	48	230	-inf
Syn_WH8101_rela	112816	113463	48	647	-inf
Syn_WH8101_rela	113463	113549	48	86	-inf
Syn_WH8101_rela	113549	113593	48	44	-inf
Syn_WH8101_rela	113593	113600	48	8	-inf
Syn_WH8101_rela	113600	113603	38	6	-inf
Syn_WH8101_rela	113603	113607	36	5	-inf
Syn_WH8101_rela	113632	113634	38	2	-inf
Syn_WH8101_rela	114633	114701	37	71	-inf
Syn_WH8101_rela	114701	114709	37	8	-inf
Syn_WH8101_rela	114709	114908	39	199	-inf
Syn_WH8101_rela	114908	115412	29	504	-inf
Syn_WH8101_rela	115412	116581	23	1173	-inf
Syn_WH8101_rela	116581	117189	23	638	-inf
Syn_WH8101_rela	117189	117483	23	294	-inf
Syn_WH8101_rela	117483	117779	23	296	-inf
Syn_WH8101_rela	117779	117885	23	107	-inf
Syn_WH8101_rela	117885	118688	23	823	-inf
Syn_WH8101_rela	118688	118939	23	252	-inf
Syn_WH8101_rela	121354	121499	22	145	-inf
Syn_WH8101_rela	121667	121921	46	257	-inf
Syn_WH8101_rela	122888	123073	18	185	-inf
Syn_WH8101_rela	123073	123684	3	611	-inf
Syn_WH8101_rela	123684	125018	3	1334	-inf
Syn_WH8101_rela	125018	126822	3	1811	-inf
Syn_WH8101_rela	126822	128790	3	1968	-inf
Syn_WH8101_rela	128790	130319	18	1529	-inf
Syn_WH8101_rela	130319	130320	16	1	-inf
Syn_WH8101_rela	130320	130327	18	7	-inf
Syn_WH8101_rela	130335	132994	29	2659	-inf
Syn_WH8101_rela	132994	132996	33	3	-inf
Syn_WH8101_rela	132996	132998	34	7	-inf
Syn_WH8101_rela	132998	132999	34	1	-inf
Syn_WH8101_rela	132999	133077	43	88	-inf
Syn_WH8101_rela	133077	133106	44	30	-inf
Syn_WH8101_rela	133106	133115	44	9	-inf
Syn_WH8101_rela	133115	133340	44	253	-inf
Syn_WH8101_rela	133340	134148	44	835	-inf
Syn_WH8101_rela	134148	134149	41	1	-inf
Syn_WH8101_rela	134149	134152	40	4	-inf
Syn_WH8101_rela	134152	134159	42	7	-inf
Syn_WH8101_rela	134159	134166	44	7	-inf
Syn_WH8101_rela	134166	134167	44	1	-inf
Syn_WH8101_rela	134167	134210	44	72	-inf
Syn_WH8101_rela	134210	134211	42	1	-inf
Syn_WH8101_rela	134211	134225	44	26	-inf
Syn_WH8101_rela	134225	134287	44	64	-inf
Syn_WH8101_rela	134287	135060	44	988	-inf
Syn_WH8101_rela	135060	135061	15	1	-inf
Syn_WH8101_rela	135061	135096	16	40	-inf
Syn_WH8101_rela	135096	135098	14	2	-inf
Syn_WH8101_rela	135098	135109	38	11	-inf
Syn_WH8101_rela	135109	135129	42	20	-inf
Syn_WH8101_rela	135129	135162	42	33	-inf
Syn_WH8101_rela	135162	135204	44	57	-inf
Syn_WH8101_rela	135233	135317	48	136	-inf
Syn_WH8101_rela	135317	135782	48	491	-inf
Syn_WH8101_rela	135782	137191	48	1409	-inf
Syn_WH8101_rela	137191	137206	48	27	-inf
Syn_WH8101_rela	137206	137208	46	2	-inf
Syn_WH8101_rela	137208	137213	48	8	-inf
Syn_WH8101_rela	137213	137217	48	5	-inf
Syn_WH8101_rela	137217	137249	48	37	-inf
Syn_WH8101_rela	137249	137262	48	13	-inf
Syn_WH8101_rela	137262	137973	48	810	-inf
Syn_WH8101_rela	137973	138476	48	521	-inf
Syn_WH8101_rela	138476	139905	48	1444	-inf
Syn_WH8101_rela	139905	140281	48	396	-inf
Syn_WH8101_rela	140281	141239	48	985	-inf
Syn_WH8101_rela	141239	141905	48	666	-inf
Syn_WH8101_rela	141905	142123	48	218	-inf
Syn_WH8101_rela	142255	142611	48	356	-inf
Syn_WH8101_rela	142611	143056	48	492	-inf
Syn_WH8101_rela	143056	143331	48	277	-inf
Syn_WH8101_rela	143331	144048	48	728	-inf
Syn_WH8101_rela	144048	144522	48	481	-inf
Syn_WH8101_rela	144522	144798	48	277	-inf
Syn_WH8101_rela	144834	145359	48	576	-inf
Syn_WH8101_rela	145359	145971	48	630	-inf
Syn_WH8101_rela	145971	146053	44	124	-inf
Syn_WH8101_rela	146053	146368	44	325	-inf
Syn_WH8101_rela	146368	146439	44	81	-inf
Syn_WH8101_rela	146439	146530	44	104	-inf
Syn_WH8101_rela	146530	146564	44	34	-inf
Syn_WH8101_rela	146564	146977	44	440	-inf
Syn_WH8101_rela	146977	147428	44	533	-inf
Syn_WH8101_rela	147428	147765	47	343	-inf
Syn_WH8101_rela	147765	147766	45	1	-inf
Syn_WH8101_rela	147766	147792	46	44	-inf
Syn_WH8101_rela	147792	147987	48	249	-inf
Syn_WH8101_rela	147987	148061	39	108	-inf
Syn_WH8101_rela	148061	148252	39	196	-inf
Syn_WH8101_rela	148252	148792	39	589	-inf
Syn_WH8101_rela	148792	149509	47	743	-inf
Syn_WH8101_rela	149509	149733	47	224	-inf
Syn_WH8101_rela	149733	149767	47	58	-inf
Syn_WH8101_rela	149767	149814	39	51	-inf
Syn_WH8101_rela	149814	149820	38	6	-inf
Syn_WH8101_rela	149820	149918	47	190	-inf
Syn_WH8101_rela	149918	149931	45	53	-inf
Syn_WH8101_rela	149931	150429	48	538	-inf
Syn_WH8101_rela	150429	151413	48	1060	-inf
Syn_WH8101_rela	151413	151479	48	68	-inf
Syn_WH8101_rela	151479	151591	47	188	-inf
Syn_WH8101_rela	151591	151839	47	248	-inf
Syn_WH8101_rela	151839	152328	47	492	-inf
Syn_WH8101_rela	152328	152658	47	339	-inf
Syn_WH8101_rela	152658	153838	47	1216	-inf
Syn_WH8101_rela	153838	154358	47	520	-inf
Syn_WH8101_rela	154358	154373	47	18	-inf
Syn_WH8101_rela	154373	154535	47	191	-inf
Syn_WH8101_rela	154535	155370	47	835	-inf
Syn_WH8101_rela	155370	155760	47	390	-inf
Syn_WH8101_rela	155760	155882	47	122	-inf
Syn_WH8101_rela	155882	155892	47	10	-inf
Syn_WH8101_rela	155892	155893	45	1	-inf
Syn_WH8101_rela	155893	155900	45	10	-inf
Syn_WH8101_rela	155900	155901	45	1	-inf
Syn_WH8101_rela	155901	155902	46	1	-inf
Syn_WH8101_rela	155902	155925	46	26	-inf
Syn_WH8101_rela	155925	155927	21	2	-inf
Syn_WH8101_rela	155927	155930	23	3	-inf
Syn_WH8101_rela	155930	155933	22	4	-inf
Syn_WH8101_rela	155933	155935	17	2	-inf
Syn_WH8101_rela	157004	157090	47	86	-inf
Syn_WH8101_rela	157090	157796	47	706	-inf
Syn_WH8101_rela	157796	159037	47	1272	-inf
Syn_WH8101_rela	159037	160302	47	1301	-inf
Syn_WH8101_rela	160302	160580	47	287	-inf
Syn_WH8101_rela	160580	161420	48	927	-inf
Syn_WH8101_rela	161420	161873	47	453	-inf
Syn_WH8101_rela	161873	162861	47	988	-inf
Syn_WH8101_rela	162861	162866	47	5	-inf
Syn_WH8101_rela	162874	164369	27	1501	-inf
Syn_WH8101_rela	164369	164793	26	424	-inf
Syn_WH8101_rela	164793	164817	21	24	-inf
Syn_WH8101_rela	164817	164823	24	6	-inf
Syn_WH8101_rela	164823	164834	25	15	-inf
Syn_WH8101_rela	164846	164891	19	45	-inf
Syn_WH8101_rela	164891	164897	47	8	-inf
Syn_WH8101_rela	164897	164904	47	7	-inf
Syn_WH8101_rela	164904	165487	47	616	-inf
Syn_WH8101_rela	165487	165915	45	440	-inf
Syn_WH8101_rela	165915	165940	45	38	-inf
Syn_WH8101_rela	165940	165941	27	1	-inf
Syn_WH8101_rela	165941	165972	47	39	-inf
Syn_WH8101_rela	165972	165978	47	6	-inf
Syn_WH8101_rela	165978	166104	47	135	-inf
Syn_WH8101_rela	166104	166108	46	6	-inf
Syn_WH8101_rela	166108	166551	46	458	-inf
Syn_WH8101_rela	166551	166561	46	10	-inf
Syn_WH8101_rela	166561	166563	42	2	-inf
Syn_WH8101_rela	166563	166695	42	132	-inf
Syn_WH8101_rela	166695	166738	9	53	-inf
Syn_WH8101_rela	166738	166763	9	29	-inf
Syn_WH8101_rela	166763	166766	13	3	-inf
Syn_WH8101_rela	166766	166769	13	3	-inf
Syn_WH8101_rela	166769	167266	12	503	-inf
Syn_WH8101_rela	167266	167444	36	210	-inf
Syn_WH8101_rela	167444	167511	26	85	-inf
Syn_WH8101_rela	167511	167530	47	31	-inf
Syn_WH8101_rela	167530	167531	38	1	-inf
Syn_WH8101_rela	167531	167945	48	455	-inf
Syn_WH8101_rela	167945	167968	48	23	-inf
Syn_WH8101_rela	167968	168020	48	52	-inf
Syn_WH8101_rela	168020	168026	45	6	-inf
Syn_WH8101_rela	168026	168037	45	11	-inf
Syn_WH8101_rela	168037	168708	48	719	-inf
Syn_WH8101_rela	168708	168963	48	268	-inf
Syn_WH8101_rela	168963	168968	39	9	-inf
Syn_WH8101_rela	168968	169481	46	515	-inf
Syn_WH8101_rela	169481	169980	38	508	-inf
Syn_WH8101_rela	169980	172174	48	2209	-inf
Syn_WH8101_rela	172174	172629	48	495	-inf
Syn_WH8101_rela	172629	172630	21	1	-inf
Syn_WH8101_rela	172630	173004	21	376	-inf
Syn_WH8101_rela	173004	173209	16	205	-inf
Syn_WH8101_rela	173209	173973	26	765	-inf
Syn_WH8101_rela	177098	177434	48	339	-inf
Syn_WH8101_rela	177434	178861	48	1473	-inf
Syn_WH8101_rela	178861	178873	48	46	-inf
Syn_WH8101_rela	178873	179544	48	708	-inf
Syn_WH8101_rela	179544	179804	45	260	-inf
Syn_WH8101_rela	179804	180185	48	425	-inf
Syn_WH8101_rela	180185	180510	48	357	-inf
Syn_WH8101_rela	180510	181512	48	1061	-inf
Syn_WH8101_rela	181512	182274	48	777	-inf
Syn_WH8101_rela	182274	182468	48	203	-inf
Syn_WH8101_rela	182468	182469	48	1	-inf
Syn_WH8101_rela	182469	182521	48	62	-inf
Syn_WH8101_rela	182521	182797	48	293	-inf
Syn_WH8101_rela	182797	182803	45	6	-inf
Syn_WH8101_rela	182803	183004	45	222	-inf
Syn_WH8101_rela	183004	183461	45	457	-inf
Syn_WH8101_rela	183461	183708	48	251	-inf
Syn_WH8101_rela	183708	183709	48	1	-inf
Syn_WH8101_rela	183709	183726	48	37	-inf
Syn_WH8101_rela	183726	183729	38	3	-inf
Syn_WH8101_rela	183729	183731	36	2	-inf
Syn_WH8101_rela	183760	183762	37	2	-inf
Syn_WH8101_rela	183762	183788	37	38	-inf
Syn_WH8101_rela	183788	183789	29	1	-inf
Syn_WH8101_rela	183789	183795	30	8	-inf
Syn_WH8101_rela	183795	183798	31	3	-inf
Syn_WH8101_rela	183798	183801	31	7	-inf
Syn_WH8101_rela	183801	183804	33	5	-inf
Syn_WH8101_rela	183804	183807	43	8	-inf
Syn_WH8101_rela	183807	183809	25	2	-inf
Syn_WH8101_rela	183809	183811	27	2	-inf
Syn_WH8101_rela	183811	184628	48	837	-inf
Syn_WH8101_rela	184628	185213	4	634	-inf
Syn_WH8101_rela	185213	186031	48	838	-inf
Syn_WH8101_rela	186031	186577	48	546	-inf
Syn_WH8101_rela	187469	187550	48	87	-inf
Syn_WH8101_rela	187550	188155	47	620	-inf
Syn_WH8101_rela	188155	188490	40	335	-inf
Syn_WH8101_rela	188490	188491	40	1	-inf
Syn_WH8101_rela	188491	188568	40	77	-inf
Syn_WH8101_rela	188568	189760	47	1255	-inf
Syn_WH8101_rela	189760	189768	44	24	-inf
Syn_WH8101_rela	189768	189771	33	3	-inf
Syn_WH8101_rela	189771	189777	44	10	-inf
Syn_WH8101_rela	189777	190329	48	626	-inf
